"","page","randomnumber","start_time","question","conclusion"
"829",24,36.614958033897,"1706303226.7981","chances_fixed","Match"
"830",25,36.614958033897,"1706303226.7981","evidence_strength","Match"
"831",26,36.614958033897,"1706303226.7981","check","Match"
"832",27,36.614958033897,"1706303226.7981","betting","Match"
"833",28,36.614958033897,"1706303226.7981","comments","Match"
"834",18,25.5559591110796,"1706306662.56543","convict","Match"
"835",19,25.5559591110796,"1706306662.56543","def_comment","Match"
"836",20,25.5559591110796,"1706306662.56543","guilt_opinion","Match"
"837",21,25.5559591110796,"1706306662.56543","numeric_chance","Match"
"838",22,25.5559591110796,"1706306662.56543","betting","Match"
"839",23,25.5559591110796,"1706306662.56543","check","Match"
"840",24,25.5559591110796,"1706306662.56543","visible_probability","Match"
"841",25,25.5559591110796,"1706306662.56543","evidence_strength","Match"
"842",26,25.5559591110796,"1706306662.56543","chances_fixed","Match"
"843",27,25.5559591110796,"1706306662.56543","hidden_probability","Match"
"844",28,25.5559591110796,"1706306662.56543","comments","Match"
"845",18,61.9095045141876,"1706306173.52567","convict","NoMatch"
"846",19,61.9095045141876,"1706306173.52567","def_comment","NoMatch"
"847",20,61.9095045141876,"1706306173.52567","guilt_opinion","NoMatch"
"848",21,61.9095045141876,"1706306173.52567","check","NoMatch"
"849",22,61.9095045141876,"1706306173.52567","chances_fixed","NoMatch"
"850",23,61.9095045141876,"1706306173.52567","visible_probability","NoMatch"
"851",24,61.9095045141876,"1706306173.52567","evidence_strength","NoMatch"
"852",25,61.9095045141876,"1706306173.52567","betting","NoMatch"
"853",26,61.9095045141876,"1706306173.52567","hidden_probability","NoMatch"
"854",27,61.9095045141876,"1706306173.52567","numeric_chance","NoMatch"
"855",28,61.9095045141876,"1706306173.52567","comments","NoMatch"
"856",18,68.3033159002662,"1706311414.19744","convict","NoMatch"
"857",19,68.3033159002662,"1706311414.19744","def_comment","NoMatch"
"858",20,68.3033159002662,"1706311414.19744","guilt_opinion","NoMatch"
"859",21,68.3033159002662,"1706311414.19744","betting","NoMatch"
"860",22,68.3033159002662,"1706311414.19744","check","NoMatch"
"861",23,68.3033159002662,"1706311414.19744","numeric_chance","NoMatch"
"862",24,68.3033159002662,"1706311414.19744","evidence_strength","NoMatch"
"863",25,68.3033159002662,"1706311414.19744","visible_probability","NoMatch"
"864",26,68.3033159002662,"1706311414.19744","chances_fixed","NoMatch"
"865",27,68.3033159002662,"1706311414.19744","hidden_probability","NoMatch"
"866",28,68.3033159002662,"1706311414.19744","comments","NoMatch"
"867",18,87.1830251999199,"1706311480.54067","convict","NoMatch"
"868",19,87.1830251999199,"1706311480.54067","def_comment","NoMatch"
"869",20,87.1830251999199,"1706311480.54067","guilt_opinion","NoMatch"
"870",21,87.1830251999199,"1706311480.54067","betting","NoMatch"
"871",22,87.1830251999199,"1706311480.54067","evidence_strength","NoMatch"
"872",23,87.1830251999199,"1706311480.54067","check","NoMatch"
"873",24,87.1830251999199,"1706311480.54067","chances_fixed","NoMatch"
"874",25,87.1830251999199,"1706311480.54067","visible_probability","NoMatch"
"875",26,87.1830251999199,"1706311480.54067","numeric_chance","NoMatch"
"876",27,87.1830251999199,"1706311480.54067","hidden_probability","NoMatch"
"877",29,87.1830251999199,"1706311480.54067","comments","NoMatch"
"878",19,31.1863930197433,"1706311904.76653","convict","NoMatch"
"879",20,31.1863930197433,"1706311904.76653","def_comment","NoMatch"
"880",21,31.1863930197433,"1706311904.76653","guilt_opinion","NoMatch"
"881",22,31.1863930197433,"1706311904.76653","chances_fixed","NoMatch"
"882",23,31.1863930197433,"1706311904.76653","evidence_strength","NoMatch"
"883",24,31.1863930197433,"1706311904.76653","hidden_probability","NoMatch"
"884",25,31.1863930197433,"1706311904.76653","numeric_chance","NoMatch"
"885",19,33.7102971738204,"1706311979.12713","convict","NoMatch"
"886",26,31.1863930197433,"1706311904.76653","visible_probability","NoMatch"
"887",27,31.1863930197433,"1706311904.76653","betting","NoMatch"
"888",28,31.1863930197433,"1706311904.76653","check","NoMatch"
"889",29,31.1863930197433,"1706311904.76653","comments","NoMatch"
"890",20,33.7102971738204,"1706311979.12713","def_comment","NoMatch"
"891",21,33.7102971738204,"1706311979.12713","guilt_opinion","NoMatch"
"892",22,33.7102971738204,"1706311979.12713","evidence_strength","NoMatch"
"893",23,33.7102971738204,"1706311979.12713","numeric_chance","NoMatch"
"894",24,33.7102971738204,"1706311979.12713","hidden_probability","NoMatch"
"895",25,33.7102971738204,"1706311979.12713","check","NoMatch"
"896",26,33.7102971738204,"1706311979.12713","betting","NoMatch"
"897",27,33.7102971738204,"1706311979.12713","visible_probability","NoMatch"
"898",28,33.7102971738204,"1706311979.12713","chances_fixed","NoMatch"
"899",29,33.7102971738204,"1706311979.12713","comments","NoMatch"
"900",18,42.7904485259205,"1706314373.84148","convict","NoMatch"
"901",19,42.7904485259205,"1706314373.84148","def_comment","NoMatch"
"902",20,42.7904485259205,"1706314373.84148","guilt_opinion","NoMatch"
"903",21,42.7904485259205,"1706314373.84148","check","NoMatch"
"904",22,42.7904485259205,"1706314373.84148","betting","NoMatch"
"905",23,42.7904485259205,"1706314373.84148","numeric_chance","NoMatch"
"906",24,42.7904485259205,"1706314373.84148","evidence_strength","NoMatch"
"907",25,42.7904485259205,"1706314373.84148","visible_probability","NoMatch"
"908",26,42.7904485259205,"1706314373.84148","chances_fixed","NoMatch"
"909",27,42.7904485259205,"1706314373.84148","hidden_probability","NoMatch"
"910",28,42.7904485259205,"1706314373.84148","comments","NoMatch"
"911",18,86.3093963358551,"1706314757.53493","convict","Match"
"912",19,86.3093963358551,"1706314757.53493","def_comment","Match"
"913",20,86.3093963358551,"1706314757.53493","guilt_opinion","Match"
"914",21,86.3093963358551,"1706314757.53493","check","Match"
"915",22,86.3093963358551,"1706314757.53493","chances_fixed","Match"
"916",23,86.3093963358551,"1706314757.53493","hidden_probability","Match"
"917",24,86.3093963358551,"1706314757.53493","betting","Match"
"918",25,86.3093963358551,"1706314757.53493","evidence_strength","Match"
"919",26,86.3093963358551,"1706314757.53493","numeric_chance","Match"
"920",27,86.3093963358551,"1706314757.53493","visible_probability","Match"
"921",28,86.3093963358551,"1706314757.53493","comments","Match"
"922",18,70.8931947592646,"1706316871.12026","convict","Match"
"923",19,70.8931947592646,"1706316871.12026","def_comment","Match"
"924",20,70.8931947592646,"1706316871.12026","guilt_opinion","Match"
"925",21,70.8931947592646,"1706316871.12026","evidence_strength","Match"
"926",22,70.8931947592646,"1706316871.12026","chances_fixed","Match"
"927",23,70.8931947592646,"1706316871.12026","betting","Match"
"928",24,70.8931947592646,"1706316871.12026","numeric_chance","Match"
"929",25,70.8931947592646,"1706316871.12026","visible_probability","Match"
"930",26,70.8931947592646,"1706316871.12026","check","Match"
"931",27,70.8931947592646,"1706316871.12026","hidden_probability","Match"
"932",28,70.8931947592646,"1706316871.12026","comments","Match"
"933",18,96.6996035305783,"1706316869.46453","convict","Match"
"934",19,96.6996035305783,"1706316869.46453","def_comment","Match"
"935",20,96.6996035305783,"1706316869.46453","guilt_opinion","Match"
"936",21,96.6996035305783,"1706316869.46453","evidence_strength","Match"
"937",22,96.6996035305783,"1706316869.46453","visible_probability","Match"
"938",23,96.6996035305783,"1706316869.46453","betting","Match"
"939",24,96.6996035305783,"1706316869.46453","numeric_chance","Match"
"940",25,96.6996035305783,"1706316869.46453","check","Match"
"941",26,96.6996035305783,"1706316869.46453","hidden_probability","Match"
"942",27,96.6996035305783,"1706316869.46453","chances_fixed","Match"
"943",28,96.6996035305783,"1706316869.46453","comments","Match"
"944",18,37.5082910759374,"1706320725.96089","convict","NoMatch"
"945",19,37.5082910759374,"1706320725.96089","def_comment","NoMatch"
"946",20,37.5082910759374,"1706320725.96089","guilt_opinion","NoMatch"
"947",21,37.5082910759374,"1706320725.96089","betting","NoMatch"
"948",22,37.5082910759374,"1706320725.96089","numeric_chance","NoMatch"
"949",23,37.5082910759374,"1706320725.96089","visible_probability","NoMatch"
"950",24,37.5082910759374,"1706320725.96089","evidence_strength","NoMatch"
"951",25,37.5082910759374,"1706320725.96089","check","NoMatch"
"952",26,37.5082910759374,"1706320725.96089","chances_fixed","NoMatch"
"953",27,37.5082910759374,"1706320725.96089","hidden_probability","NoMatch"
"954",28,37.5082910759374,"1706320725.96089","comments","NoMatch"
"955",18,82.1163742570207,"1706320991.17684","convict","Match"
"956",19,82.1163742570207,"1706320991.17684","def_comment","Match"
"957",20,82.1163742570207,"1706320991.17684","guilt_opinion","Match"
"958",21,82.1163742570207,"1706320991.17684","check","Match"
"959",22,82.1163742570207,"1706320991.17684","numeric_chance","Match"
"960",23,82.1163742570207,"1706320991.17684","visible_probability","Match"
"961",24,82.1163742570207,"1706320991.17684","evidence_strength","Match"
"962",25,82.1163742570207,"1706320991.17684","hidden_probability","Match"
"963",26,82.1163742570207,"1706320991.17684","betting","Match"
"964",27,82.1163742570207,"1706320991.17684","chances_fixed","Match"
"965",28,82.1163742570207,"1706320991.17684","comments","Match"
"966",18,73.3853074954823,"1706322564.07226","convict","Match"
"967",19,73.3853074954823,"1706322564.07226","def_comment","Match"
"968",20,73.3853074954823,"1706322564.07226","guilt_opinion","Match"
"969",21,73.3853074954823,"1706322564.07226","check","Match"
"970",22,73.3853074954823,"1706322564.07226","numeric_chance","Match"
"971",23,73.3853074954823,"1706322564.07226","visible_probability","Match"
"972",24,73.3853074954823,"1706322564.07226","evidence_strength","Match"
"973",25,73.3853074954823,"1706322564.07226","hidden_probability","Match"
"974",26,73.3853074954823,"1706322564.07226","betting","Match"
"975",27,73.3853074954823,"1706322564.07226","chances_fixed","Match"
"976",28,73.3853074954823,"1706322564.07226","comments","Match"
"977",18,51.5388194704428,"1706322726.20733","convict","Match"
"978",19,51.5388194704428,"1706322726.20733","def_comment","Match"
"979",20,51.5388194704428,"1706322726.20733","guilt_opinion","Match"
"980",21,51.5388194704428,"1706322726.20733","visible_probability","Match"
"981",22,51.5388194704428,"1706322726.20733","evidence_strength","Match"
"982",23,51.5388194704428,"1706322726.20733","numeric_chance","Match"
"983",24,51.5388194704428,"1706322726.20733","check","Match"
"984",25,51.5388194704428,"1706322726.20733","hidden_probability","Match"
"985",26,51.5388194704428,"1706322726.20733","betting","Match"
"986",27,51.5388194704428,"1706322726.20733","chances_fixed","Match"
"987",28,51.5388194704428,"1706322726.20733","comments","Match"
"988",18,50.3063768148422,"1706323837.70029","convict","Match"
"989",19,50.3063768148422,"1706323837.70029","def_comment","Match"
"990",20,50.3063768148422,"1706323837.70029","guilt_opinion","Match"
"991",21,50.3063768148422,"1706323837.70029","betting","Match"
"992",22,50.3063768148422,"1706323837.70029","numeric_chance","Match"
"993",23,50.3063768148422,"1706323837.70029","check","Match"
"994",24,50.3063768148422,"1706323837.70029","visible_probability","Match"
"995",25,50.3063768148422,"1706323837.70029","evidence_strength","Match"
"996",18,61.3331619417295,"1706324140.18675","convict","NoMatch"
"997",26,50.3063768148422,"1706323837.70029","hidden_probability","Match"
"998",27,50.3063768148422,"1706323837.70029","chances_fixed","Match"
"999",28,50.3063768148422,"1706323837.70029","comments","Match"
"1000",19,61.3331619417295,"1706324140.18675","def_comment","NoMatch"
"1001",20,61.3331619417295,"1706324140.18675","guilt_opinion","NoMatch"
"1002",21,61.3331619417295,"1706324140.18675","hidden_probability","NoMatch"
"1003",22,61.3331619417295,"1706324140.18675","betting","NoMatch"
"1004",23,61.3331619417295,"1706324140.18675","numeric_chance","NoMatch"
"1005",24,61.3331619417295,"1706324140.18675","visible_probability","NoMatch"
"1006",25,61.3331619417295,"1706324140.18675","chances_fixed","NoMatch"
"1007",26,61.3331619417295,"1706324140.18675","check","NoMatch"
"1008",27,61.3331619417295,"1706324140.18675","evidence_strength","NoMatch"
"1009",28,61.3331619417295,"1706324140.18675","comments","NoMatch"
"1010",18,72.3319231532514,"1706324153.68996","convict","Match"
"1011",19,72.3319231532514,"1706324153.68996","def_comment","Match"
"1012",20,72.3319231532514,"1706324153.68996","guilt_opinion","Match"
"1013",21,72.3319231532514,"1706324153.68996","check","Match"
"1014",22,72.3319231532514,"1706324153.68996","hidden_probability","Match"
"1015",23,72.3319231532514,"1706324153.68996","chances_fixed","Match"
"1016",24,72.3319231532514,"1706324153.68996","evidence_strength","Match"
"1017",25,72.3319231532514,"1706324153.68996","visible_probability","Match"
"1018",26,72.3319231532514,"1706324153.68996","betting","Match"
"1019",27,72.3319231532514,"1706324153.68996","numeric_chance","Match"
"1020",28,72.3319231532514,"1706324153.68996","comments","Match"
"1021",18,76.6616836655885,"1706325801.04098","convict","Match"
"1022",19,76.6616836655885,"1706325801.04098","def_comment","Match"
"1023",20,76.6616836655885,"1706325801.04098","guilt_opinion","Match"
"1024",21,76.6616836655885,"1706325801.04098","visible_probability","Match"
"1025",22,76.6616836655885,"1706325801.04098","check","Match"
"1026",23,76.6616836655885,"1706325801.04098","chances_fixed","Match"
"1027",24,76.6616836655885,"1706325801.04098","evidence_strength","Match"
"1028",25,76.6616836655885,"1706325801.04098","betting","Match"
"1029",26,76.6616836655885,"1706325801.04098","numeric_chance","Match"
"1030",27,76.6616836655885,"1706325801.04098","hidden_probability","Match"
"1031",28,76.6616836655885,"1706325801.04098","comments","Match"
"1032",18,88.2198391482234,"1706322338.704","convict","Match"
"1033",19,88.2198391482234,"1706322338.704","def_comment","Match"
"1034",20,88.2198391482234,"1706322338.704","guilt_opinion","Match"
"1035",21,88.2198391482234,"1706322338.704","chances_fixed","Match"
"1036",18,21.5531427646056,"1706325827.24532","convict","Match"
"1037",22,88.2198391482234,"1706322338.704","evidence_strength","Match"
"1038",19,21.5531427646056,"1706325827.24532","def_comment","Match"
"1039",20,21.5531427646056,"1706325827.24532","guilt_opinion","Match"
"1040",23,88.2198391482234,"1706322338.704","betting","Match"
"1041",24,88.2198391482234,"1706322338.704","numeric_chance","Match"
"1042",25,88.2198391482234,"1706322338.704","hidden_probability","Match"
"1043",26,88.2198391482234,"1706322338.704","check","Match"
"1044",21,21.5531427646056,"1706325827.24532","chances_fixed","Match"
"1045",27,88.2198391482234,"1706322338.704","visible_probability","Match"
"1046",22,21.5531427646056,"1706325827.24532","hidden_probability","Match"
"1047",28,88.2198391482234,"1706322338.704","comments","Match"
"1048",23,21.5531427646056,"1706325827.24532","betting","Match"
"1049",24,21.5531427646056,"1706325827.24532","numeric_chance","Match"
"1050",25,21.5531427646056,"1706325827.24532","check","Match"
"1051",26,21.5531427646056,"1706325827.24532","evidence_strength","Match"
"1052",27,21.5531427646056,"1706325827.24532","visible_probability","Match"
"1053",28,21.5531427646056,"1706325827.24532","comments","Match"
"1054",18,25.7171485805884,"1706326691.29035","convict","Match"
"1055",19,25.7171485805884,"1706326691.29035","def_comment","Match"
"1056",20,25.7171485805884,"1706326691.29035","guilt_opinion","Match"
"1057",21,25.7171485805884,"1706326691.29035","chances_fixed","Match"
"1058",22,25.7171485805884,"1706326691.29035","evidence_strength","Match"
"1059",23,25.7171485805884,"1706326691.29035","check","Match"
"1060",24,25.7171485805884,"1706326691.29035","visible_probability","Match"
"1061",25,25.7171485805884,"1706326691.29035","betting","Match"
"1062",26,25.7171485805884,"1706326691.29035","numeric_chance","Match"
"1063",27,25.7171485805884,"1706326691.29035","hidden_probability","Match"
"1064",28,25.7171485805884,"1706326691.29035","comments","Match"
"1065",18,61.4277432672679,"1706327019.33472","convict","NoMatch"
"1066",19,61.4277432672679,"1706327019.33472","def_comment","NoMatch"
"1067",20,61.4277432672679,"1706327019.33472","guilt_opinion","NoMatch"
"1068",21,61.4277432672679,"1706327019.33472","hidden_probability","NoMatch"
"1069",22,61.4277432672679,"1706327019.33472","betting","NoMatch"
"1070",23,61.4277432672679,"1706327019.33472","numeric_chance","NoMatch"
"1071",24,61.4277432672679,"1706327019.33472","evidence_strength","NoMatch"
"1072",25,61.4277432672679,"1706327019.33472","visible_probability","NoMatch"
"1073",26,61.4277432672679,"1706327019.33472","chances_fixed","NoMatch"
"1074",27,61.4277432672679,"1706327019.33472","check","NoMatch"
"1075",28,61.4277432672679,"1706327019.33472","comments","NoMatch"
"1076",18,85.7765764929354,"1706328560.74717","convict","Match"
"1077",19,85.7765764929354,"1706328560.74717","def_comment","Match"
"1078",20,85.7765764929354,"1706328560.74717","guilt_opinion","Match"
"1079",18,42.0639446470886,"1706328487.86451","convict","NoMatch"
"1080",21,85.7765764929354,"1706328560.74717","chances_fixed","Match"
"1081",22,85.7765764929354,"1706328560.74717","betting","Match"
"1082",23,85.7765764929354,"1706328560.74717","hidden_probability","Match"
"1083",24,85.7765764929354,"1706328560.74717","check","Match"
"1084",25,85.7765764929354,"1706328560.74717","numeric_chance","Match"
"1085",26,85.7765764929354,"1706328560.74717","visible_probability","Match"
"1086",19,42.0639446470886,"1706328487.86451","def_comment","NoMatch"
"1087",27,85.7765764929354,"1706328560.74717","evidence_strength","Match"
"1088",20,42.0639446470886,"1706328487.86451","guilt_opinion","NoMatch"
"1089",28,85.7765764929354,"1706328560.74717","comments","Match"
"1090",21,42.0639446470886,"1706328487.86451","numeric_chance","NoMatch"
"1091",22,42.0639446470886,"1706328487.86451","hidden_probability","NoMatch"
"1092",23,42.0639446470886,"1706328487.86451","betting","NoMatch"
"1093",24,42.0639446470886,"1706328487.86451","chances_fixed","NoMatch"
"1094",25,42.0639446470886,"1706328487.86451","evidence_strength","NoMatch"
"1095",26,42.0639446470886,"1706328487.86451","check","NoMatch"
"1096",27,42.0639446470886,"1706328487.86451","visible_probability","NoMatch"
"1097",28,42.0639446470886,"1706328487.86451","comments","NoMatch"
"1098",18,1.14486811216921,"1706330199.44726","convict","NoMatch"
"1099",19,1.14486811216921,"1706330199.44726","def_comment","NoMatch"
"1100",20,1.14486811216921,"1706330199.44726","guilt_opinion","NoMatch"
"1101",18,46.6536331921816,"1706330216.75526","convict","NoMatch"
"1102",21,1.14486811216921,"1706330199.44726","hidden_probability","NoMatch"
"1103",22,1.14486811216921,"1706330199.44726","check","NoMatch"
"1104",19,46.6536331921816,"1706330216.75526","def_comment","NoMatch"
"1105",20,46.6536331921816,"1706330216.75526","guilt_opinion","NoMatch"
"1106",21,46.6536331921816,"1706330216.75526","check","NoMatch"
"1107",23,1.14486811216921,"1706330199.44726","chances_fixed","NoMatch"
"1108",24,1.14486811216921,"1706330199.44726","betting","NoMatch"
"1109",22,46.6536331921816,"1706330216.75526","numeric_chance","NoMatch"
"1110",25,1.14486811216921,"1706330199.44726","evidence_strength","NoMatch"
"1111",23,46.6536331921816,"1706330216.75526","hidden_probability","NoMatch"
"1112",24,46.6536331921816,"1706330216.75526","chances_fixed","NoMatch"
"1113",25,46.6536331921816,"1706330216.75526","evidence_strength","NoMatch"
"1114",26,1.14486811216921,"1706330199.44726","visible_probability","NoMatch"
"1115",26,46.6536331921816,"1706330216.75526","visible_probability","NoMatch"
"1116",18,19.8183690197766,"1706329969.21486","convict","Match"
"1117",27,46.6536331921816,"1706330216.75526","betting","NoMatch"
"1118",27,1.14486811216921,"1706330199.44726","numeric_chance","NoMatch"
"1119",28,1.14486811216921,"1706330199.44726","comments","NoMatch"
"1120",28,46.6536331921816,"1706330216.75526","comments","NoMatch"
"1121",19,19.8183690197766,"1706329969.21486","def_comment","Match"
"1122",20,19.8183690197766,"1706329969.21486","guilt_opinion","Match"
"1123",21,19.8183690197766,"1706329969.21486","hidden_probability","Match"
"1124",22,19.8183690197766,"1706329969.21486","chances_fixed","Match"
"1125",23,19.8183690197766,"1706329969.21486","betting","Match"
"1126",24,19.8183690197766,"1706329969.21486","visible_probability","Match"
"1127",25,19.8183690197766,"1706329969.21486","numeric_chance","Match"
"1128",26,19.8183690197766,"1706329969.21486","evidence_strength","Match"
"1129",27,19.8183690197766,"1706329969.21486","check","Match"
"1130",28,19.8183690197766,"1706329969.21486","comments","Match"
"1131",18,43.1889255065471,"1706332323.23564","convict","NoMatch"
"1132",19,43.1889255065471,"1706332323.23564","def_comment","NoMatch"
"1133",20,43.1889255065471,"1706332323.23564","guilt_opinion","NoMatch"
"1134",21,43.1889255065471,"1706332323.23564","betting","NoMatch"
"1135",22,43.1889255065471,"1706332323.23564","hidden_probability","NoMatch"
"1136",23,43.1889255065471,"1706332323.23564","check","NoMatch"
"1137",24,43.1889255065471,"1706332323.23564","numeric_chance","NoMatch"
"1138",25,43.1889255065471,"1706332323.23564","visible_probability","NoMatch"
"1139",26,43.1889255065471,"1706332323.23564","chances_fixed","NoMatch"
"1140",27,43.1889255065471,"1706332323.23564","evidence_strength","NoMatch"
"1141",28,43.1889255065471,"1706332323.23564","comments","NoMatch"
"1142",18,16.7844237759709,"1706332538.52595","convict","Match"
"1143",19,16.7844237759709,"1706332538.52595","def_comment","Match"
"1144",20,16.7844237759709,"1706332538.52595","guilt_opinion","Match"
"1145",21,16.7844237759709,"1706332538.52595","evidence_strength","Match"
"1146",22,16.7844237759709,"1706332538.52595","chances_fixed","Match"
"1147",23,16.7844237759709,"1706332538.52595","visible_probability","Match"
"1148",24,16.7844237759709,"1706332538.52595","check","Match"
"1149",25,16.7844237759709,"1706332538.52595","hidden_probability","Match"
"1150",26,16.7844237759709,"1706332538.52595","numeric_chance","Match"
"1151",27,16.7844237759709,"1706332538.52595","betting","Match"
"1152",28,16.7844237759709,"1706332538.52595","comments","Match"
"1153",18,12.3396077658981,"1706332593.4237","convict","Match"
"1154",19,12.3396077658981,"1706332593.4237","def_comment","Match"
"1155",20,12.3396077658981,"1706332593.4237","guilt_opinion","Match"
"1156",21,12.3396077658981,"1706332593.4237","hidden_probability","Match"
"1157",22,12.3396077658981,"1706332593.4237","chances_fixed","Match"
"1158",23,12.3396077658981,"1706332593.4237","evidence_strength","Match"
"1159",24,12.3396077658981,"1706332593.4237","check","Match"
"1160",25,12.3396077658981,"1706332593.4237","visible_probability","Match"
"1161",26,12.3396077658981,"1706332593.4237","betting","Match"
"1162",27,12.3396077658981,"1706332593.4237","numeric_chance","Match"
"1163",28,12.3396077658981,"1706332593.4237","comments","Match"
"1164",19,30.955289141275,"1706368498.669","convict","Match"
"1165",20,30.955289141275,"1706368498.669","def_comment","Match"
"1166",21,30.955289141275,"1706368498.669","guilt_opinion","Match"
"1167",22,30.955289141275,"1706368498.669","chances_fixed","Match"
"1168",23,30.955289141275,"1706368498.669","visible_probability","Match"
"1169",24,30.955289141275,"1706368498.669","evidence_strength","Match"
"1170",25,30.955289141275,"1706368498.669","hidden_probability","Match"
"1171",26,30.955289141275,"1706368498.669","check","Match"
"1172",27,30.955289141275,"1706368498.669","betting","Match"
"1173",28,30.955289141275,"1706368498.669","numeric_chance","Match"
"1174",29,30.955289141275,"1706368498.669","comments","Match"
"1175",18,8.72490701731294,"1706368745.89663","convict","NoMatch"
"1176",19,8.72490701731294,"1706368745.89663","def_comment","NoMatch"
"1177",20,8.72490701731294,"1706368745.89663","guilt_opinion","NoMatch"
"1178",21,8.72490701731294,"1706368745.89663","visible_probability","NoMatch"
"1179",22,8.72490701731294,"1706368745.89663","evidence_strength","NoMatch"
"1180",23,8.72490701731294,"1706368745.89663","hidden_probability","NoMatch"
"1181",24,8.72490701731294,"1706368745.89663","betting","NoMatch"
"1182",25,8.72490701731294,"1706368745.89663","chances_fixed","NoMatch"
"1183",26,8.72490701731294,"1706368745.89663","check","NoMatch"
"1184",27,8.72490701731294,"1706368745.89663","numeric_chance","NoMatch"
"1185",28,8.72490701731294,"1706368745.89663","comments","NoMatch"
"1186",19,13.4094539796934,"1706368651.91775","convict","NoMatch"
"1187",20,13.4094539796934,"1706368651.91775","def_comment","NoMatch"
"1188",21,13.4094539796934,"1706368651.91775","guilt_opinion","NoMatch"
"1189",22,13.4094539796934,"1706368651.91775","betting","NoMatch"
"1190",23,13.4094539796934,"1706368651.91775","chances_fixed","NoMatch"
"1191",24,13.4094539796934,"1706368651.91775","hidden_probability","NoMatch"
"1192",25,13.4094539796934,"1706368651.91775","evidence_strength","NoMatch"
"1193",26,13.4094539796934,"1706368651.91775","numeric_chance","NoMatch"
"1194",27,13.4094539796934,"1706368651.91775","check","NoMatch"
"1195",28,13.4094539796934,"1706368651.91775","visible_probability","NoMatch"
"1196",29,13.4094539796934,"1706368651.91775","comments","NoMatch"
"1197",18,30.6688933633268,"1706370006.23683","convict","NoMatch"
"1198",19,30.6688933633268,"1706370006.23683","def_comment","NoMatch"
"1199",20,30.6688933633268,"1706370006.23683","guilt_opinion","NoMatch"
"1200",21,30.6688933633268,"1706370006.23683","numeric_chance","NoMatch"
"1201",22,30.6688933633268,"1706370006.23683","visible_probability","NoMatch"
"1202",23,30.6688933633268,"1706370006.23683","evidence_strength","NoMatch"
"1203",24,30.6688933633268,"1706370006.23683","betting","NoMatch"
"1204",25,30.6688933633268,"1706370006.23683","hidden_probability","NoMatch"
"1205",26,30.6688933633268,"1706370006.23683","chances_fixed","NoMatch"
"1206",27,30.6688933633268,"1706370006.23683","check","NoMatch"
"1207",28,30.6688933633268,"1706370006.23683","comments","NoMatch"
"1208",18,98.7097254488617,"1706369855.50091","convict","Match"
"1209",19,98.7097254488617,"1706369855.50091","def_comment","Match"
"1210",20,98.7097254488617,"1706369855.50091","guilt_opinion","Match"
"1211",21,98.7097254488617,"1706369855.50091","visible_probability","Match"
"1212",22,98.7097254488617,"1706369855.50091","chances_fixed","Match"
"1213",23,98.7097254488617,"1706369855.50091","check","Match"
"1214",24,98.7097254488617,"1706369855.50091","betting","Match"
"1215",25,98.7097254488617,"1706369855.50091","numeric_chance","Match"
"1216",26,98.7097254488617,"1706369855.50091","hidden_probability","Match"
"1217",27,98.7097254488617,"1706369855.50091","evidence_strength","Match"
"1218",18,26.0776153998449,"1706371301.81372","convict","Match"
"1219",19,26.0776153998449,"1706371301.81372","def_comment","Match"
"1220",20,26.0776153998449,"1706371301.81372","guilt_opinion","Match"
"1221",28,98.7097254488617,"1706369855.50091","comments","Match"
"1222",21,26.0776153998449,"1706371301.81372","betting","Match"
"1223",22,26.0776153998449,"1706371301.81372","visible_probability","Match"
"1224",18,17.4425493460149,"1706371007.69102","convict","Match"
"1225",23,26.0776153998449,"1706371301.81372","numeric_chance","Match"
"1226",24,26.0776153998449,"1706371301.81372","hidden_probability","Match"
"1227",25,26.0776153998449,"1706371301.81372","chances_fixed","Match"
"1228",26,26.0776153998449,"1706371301.81372","check","Match"
"1229",27,26.0776153998449,"1706371301.81372","evidence_strength","Match"
"1230",28,26.0776153998449,"1706371301.81372","comments","Match"
"1231",19,17.4425493460149,"1706371007.69102","def_comment","Match"
"1232",20,17.4425493460149,"1706371007.69102","guilt_opinion","Match"
"1233",21,17.4425493460149,"1706371007.69102","numeric_chance","Match"
"1234",22,17.4425493460149,"1706371007.69102","evidence_strength","Match"
"1235",23,17.4425493460149,"1706371007.69102","chances_fixed","Match"
"1236",24,17.4425493460149,"1706371007.69102","visible_probability","Match"
"1237",25,17.4425493460149,"1706371007.69102","betting","Match"
"1238",26,17.4425493460149,"1706371007.69102","hidden_probability","Match"
"1239",27,17.4425493460149,"1706371007.69102","check","Match"
"1240",28,17.4425493460149,"1706371007.69102","comments","Match"
"1241",18,27.1454575937241,"1706373374.4353","convict","NoMatch"
"1242",18,24.4440797017887,"1706373355.59753","convict","Match"
"1243",19,27.1454575937241,"1706373374.4353","def_comment","NoMatch"
"1244",19,24.4440797017887,"1706373355.59753","def_comment","Match"
"1245",20,27.1454575937241,"1706373374.4353","guilt_opinion","NoMatch"
"1246",21,27.1454575937241,"1706373374.4353","hidden_probability","NoMatch"
"1247",22,27.1454575937241,"1706373374.4353","numeric_chance","NoMatch"
"1248",23,27.1454575937241,"1706373374.4353","evidence_strength","NoMatch"
"1249",18,97.3591461079195,"1706372969.51633","convict","Match"
"1250",24,27.1454575937241,"1706373374.4353","visible_probability","NoMatch"
