"","X","page","time","randomnumber","start_time","notes","conclusion","clean_prints","length","nchar_notes","edit_distance","clean_length","normal_outlier","mean","sd","outlier_bin","lcs_notes","page_notes"
"727",727,18,1706289266.36869,64.9185927119106,1706287900.77473,"Richard Cole charged for willfully discharging a firearm in a business consisting of a felony. 
He was pleaded not guilty to the charge.

Man pulled up to the store with a firearm and proceeded to shoot into the ceiling demanding money, despite the situation they left without any money nor hurting anyone. The store clerk could not get an exact detail of the person's face due to a ski mask they wore. The robber was startled and left after the emergency alarm was set off. The ammunition shot was a 9mm. 2 days later the defendant was stopped for speeding and while they searched their car they found a 9mm handgun which was suspected to be discharged at the business 2 days prior.

The Examiner has a solid background and seem to be reputable in their skill. The examiner gave a proper explanation on how he conducts his tests. The prosecutor tells the examiner the chances of it being the only gun to replicate such marks on the bullet, the examiner doesn't deny the statement but says that their being another gun that would do the same markings is almost impractical. The examiner builds further support for his situation as his work is peer-reviewed","Match",195,1156,"",0,0,39.3413957985423,1.30508474576271,9.50907776319488,FALSE,NA,""
"728",728,12,1706289472.81105,25.8088362636045,1706288694.28239,"R Cole, willfully. Felony, pleaded not guilty.","NoMatch",16,46,"",0,0,988.880731088922,41.9220779220779,236.739663291711,FALSE,NA,""
"729",729,13,1706289760.51561,25.8088362636045,1706288694.28239,"R Cole, willfully. Felony, pleaded not guilty.","NoMatch",16,46,"",0,0,671.438477541631,47.1233766233766,156.078775229564,FALSE,NA,""
"730",730,14,1706289830.82904,25.8088362636045,1706288694.28239,"R Cole, willfully. Felony, pleaded not guilty.","NoMatch",16,46,"",0,0,452.776930263405,25.0390879478827,106.934460578881,FALSE,NA,""
"731",731,15,1706289875.83291,25.8088362636045,1706288694.28239,"R Cole, willfully. Felony, pleaded not guilty.","NoMatch",16,46,"",0,0,445.708962150686,21.1596091205212,106.137338257541,FALSE,NA,""
"732",732,16,1706289901.17607,25.8088362636045,1706288694.28239,"R Cole, willfully. Felony, pleaded not guilty.","NoMatch",16,46,"",0,0,394.035604171577,25.3908794788274,92.1611811731873,FALSE,NA,""
"733",733,17,1706289910.28417,25.8088362636045,1706288694.28239,"R Cole, willfully. Felony, pleaded not guilty.","NoMatch",16,46,"",0,0,140.64414279911,6.85294117647059,33.4478004056598,FALSE,NA,""
"734",734,4,1706290516.94681,90.5646281084046,1706290405.8288,"","Match",139,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",735,5,1706290528.42444,90.5646281084046,1706290405.8288,"","Match",139,0,"",0,0,266.940399458055,35.2707006369427,57.9174247052782,FALSE,NA,""
"736",736,6,1706290555.53994,90.5646281084046,1706290405.8288,"","Match",139,0,"",0,0,1132.80513953521,120.201277955272,253.150965394985,FALSE,NA,""
"737",737,7,1706290558.9236,90.5646281084046,1706290405.8288,"","Match",139,0,"",0,0,703.528374284891,40.2916666666667,165.809176904556,FALSE,NA,""
"738",738,8,1706290580.57796,90.5646281084046,1706290405.8288,"","Match",139,0,"",0,0,111.880144059498,4.42948717948718,26.8626642200028,FALSE,NA,""
"739",739,4,1706290596.11889,36.2649532034993,1706290512.36395,"","Match",172,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",740,5,1706290623.60405,36.2649532034993,1706290512.36395,"","Match",172,0,"",0,0,266.940399458055,35.2707006369427,57.9174247052782,FALSE,NA,""
"741",741,9,1706290627.05623,90.5646281084046,1706290405.8288,"Local police department lab is ASCLID/LAB accredited. ","Match",139,54,"Local police department lab is ASCLID/LAB accredited. ",0,54,657.872301123405,41.9292604501608,153.985760168311,FALSE,NA,"Local police department lab is ASCLID/LAB accredited. "
"742",742,10,1706290642.2836,90.5646281084046,1706290405.8288,"Local police department lab is ASCLID/LAB accredited. ","Match",139,54,"",0,0,936.779877093541,33.5144694533762,225.816351910041,FALSE,NA,""
"743",743,11,1706290669.55542,90.5646281084046,1706290405.8288,"Local police department lab is ASCLID/LAB accredited. ","Match",139,54,"",0,0,637.803167848742,35.8709677419355,150.483050026702,FALSE,NA,""
"744",744,6,1706290677.06325,36.2649532034993,1706290512.36395,"","Match",172,0,"",0,0,1132.80513953521,120.201277955272,253.150965394985,FALSE,NA,""
"745",745,7,1706290685.64105,36.2649532034993,1706290512.36395,"","Match",172,0,"",0,0,703.528374284891,40.2916666666667,165.809176904556,FALSE,NA,""
"746",746,8,1706290694.63136,36.2649532034993,1706290512.36395,"","Match",172,0,"",0,0,111.880144059498,4.42948717948718,26.8626642200028,FALSE,NA,""
"747",747,12,1706290711.52543,90.5646281084046,1706290405.8288,"Local police department lab is ASCLID/LAB accredited. ","Match",139,54,"",0,0,988.880731088922,41.9220779220779,236.739663291711,FALSE,NA,""
"748",748,9,1706290714.19375,36.2649532034993,1706290512.36395,"","Match",172,0,"",0,0,657.872301123405,41.9292604501608,153.985760168311,FALSE,NA,""
"749",749,10,1706290727.50565,36.2649532034993,1706290512.36395,"","Match",172,0,"",0,0,936.779877093541,33.5144694533762,225.816351910041,FALSE,NA,""
"750",750,11,1706290768.28506,36.2649532034993,1706290512.36395,"","Match",172,0,"",0,0,637.803167848742,35.8709677419355,150.483050026702,FALSE,NA,""
"751",751,12,1706290788.35587,36.2649532034993,1706290512.36395,"","Match",172,0,"",0,0,988.880731088922,41.9220779220779,236.739663291711,FALSE,NA,""
"752",752,13,1706290806.53282,36.2649532034993,1706290512.36395,"","Match",172,0,"",0,0,671.438477541631,47.1233766233766,156.078775229564,FALSE,NA,""
"753",753,13,1706290808.03946,90.5646281084046,1706290405.8288,"Local police department lab is ASCLID/LAB accredited. Examiner found sufficient individualizing  characteristcis to make an identification. Probable that the markings were made by the same gun. ","Match",139,194,"Examiner found sufficient individualizing  characteristcis to make an identification. Probable that the markings were made by the same gun. ",0,140,671.438477541631,47.1233766233766,156.078775229564,FALSE,NA,"Examiner found sufficient individualizing  characteristcis to make an identification. Probable that the markings were made by the same gun. "
"754",754,14,1706290824.7206,36.2649532034993,1706290512.36395,"","Match",172,0,"",0,0,452.776930263405,25.0390879478827,106.934460578881,FALSE,NA,""
"755",755,14,1706290838.93698,90.5646281084046,1706290405.8288,"Local police department lab is ASCLID/LAB accredited. Examiner found sufficient individualizing  characteristcis to make an identification. Probable that the markings were made by the same gun. ","Match",139,194,"",0,0,452.776930263405,25.0390879478827,106.934460578881,FALSE,NA,""
"756",756,15,1706290846.1711,36.2649532034993,1706290512.36395,"","Match",172,0,"",0,0,445.708962150686,21.1596091205212,106.137338257541,FALSE,NA,""
"757",757,16,1706290853.41657,36.2649532034993,1706290512.36395,"","Match",172,0,"",0,0,394.035604171577,25.3908794788274,92.1611811731873,FALSE,NA,""
"758",758,17,1706290858.24345,36.2649532034993,1706290512.36395,"","Match",172,0,"",0,0,140.64414279911,6.85294117647059,33.4478004056598,FALSE,NA,""
"759",759,15,1706290911.53528,90.5646281084046,1706290405.8288,"Local police department lab is ASCLID/LAB accredited. Examiner found sufficient individualizing  characteristcis to make an identification. Probable that the markings were made by the same gun. Report was peer reviewed. ","Match",139,220,"Report was peer reviewed. ",0,26,445.708962150686,21.1596091205212,106.137338257541,FALSE,NA,"Report was peer reviewed. "
"760",760,16,1706290929.08428,90.5646281084046,1706290405.8288,"Local police department lab is ASCLID/LAB accredited. Examiner found sufficient individualizing  characteristcis to make an identification. Probable that the markings were made by the same gun. Report was peer reviewed. ","Match",139,220,"",0,0,394.035604171577,25.3908794788274,92.1611811731873,FALSE,NA,""
"761",761,17,1706290935.23161,90.5646281084046,1706290405.8288,"Local police department lab is ASCLID/LAB accredited. Examiner found sufficient individualizing  characteristcis to make an identification. Probable that the markings were made by the same gun. Report was peer reviewed. ","Match",139,220,"",0,0,140.64414279911,6.85294117647059,33.4478004056598,FALSE,NA,""
"762",762,4,1706291567.83629,66.0034898668528,1706291520.33302,"","NoMatch",54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",763,5,1706291587.63007,66.0034898668528,1706291520.33302,"Cole discharged a firearm in a place of business.","NoMatch",54,49,"Cole discharged a firearm in a place of business.",0,49,266.940399458055,35.2707006369427,57.9174247052782,FALSE,NA,"Cole discharged a firearm in a place of business."
"764",764,6,1706291627.37661,66.0034898668528,1706291520.33302,"Cole discharged a firearm in a place of business.
Tried to rob, didn't succeed, fired gun","NoMatch",54,89,"
Tried to rob, didn't succeed, fired gun",0,40,1132.80513953521,120.201277955272,253.150965394985,FALSE,NA,"
Tried to rob, didn't succeed, fired gun"
"765",765,7,1706291628.69276,66.0034898668528,1706291520.33302,"Cole discharged a firearm in a place of business.
Tried to rob, didn't succeed, fired gun","NoMatch",54,89,"",0,0,703.528374284891,40.2916666666667,165.809176904556,FALSE,NA,""
"766",766,8,1706291636.52302,66.0034898668528,1706291520.33302,"Cole discharged a firearm in a place of business.
Tried to rob, didn't succeed, fired gun","NoMatch",54,89,"",0,0,111.880144059498,4.42948717948718,26.8626642200028,FALSE,NA,""
"767",767,9,1706291652.7766,66.0034898668528,1706291520.33302,"Cole discharged a firearm in a place of business.
Tried to rob, didn't succeed, fired gun","NoMatch",54,89,"",0,0,657.872301123405,41.9292604501608,153.985760168311,FALSE,NA,""
"768",768,10,1706291660.11552,66.0034898668528,1706291520.33302,"Cole discharged a firearm in a place of business.
Tried to rob, didn't succeed, fired gun","NoMatch",54,89,"",0,0,936.779877093541,33.5144694533762,225.816351910041,FALSE,NA,""
"769",769,11,1706291688.70587,66.0034898668528,1706291520.33302,"Cole discharged a firearm in a place of business.
Tried to rob, didn't succeed, fired gun","NoMatch",54,89,"",0,0,637.803167848742,35.8709677419355,150.483050026702,FALSE,NA,""
"770",770,12,1706291709.96647,66.0034898668528,1706291520.33302,"Cole discharged a firearm in a place of business.
Tried to rob, didn't succeed, fired gun","NoMatch",54,89,"",0,0,988.880731088922,41.9220779220779,236.739663291711,FALSE,NA,""
"771",771,13,1706291734.41822,66.0034898668528,1706291520.33302,"Cole discharged a firearm in a place of business.
Tried to rob, didn't succeed, fired gun","NoMatch",54,89,"",0,0,671.438477541631,47.1233766233766,156.078775229564,FALSE,NA,""
"772",772,14,1706291765.33368,66.0034898668528,1706291520.33302,"Cole discharged a firearm in a place of business.
Tried to rob, didn't succeed, fired gun
Expert says bullet doesn't match","NoMatch",54,122,"
Expert says bullet doesn't match",0,33,452.776930263405,25.0390879478827,106.934460578881,FALSE,NA,"
Expert says bullet doesn't match"
"773",773,15,1706291782.7687,66.0034898668528,1706291520.33302,"Cole discharged a firearm in a place of business.
Tried to rob, didn't succeed, fired gun
Expert says bullet doesn't match","NoMatch",54,122,"",0,0,445.708962150686,21.1596091205212,106.137338257541,FALSE,NA,""
"774",774,16,1706291791.28704,66.0034898668528,1706291520.33302,"Cole discharged a firearm in a place of business.
Tried to rob, didn't succeed, fired gun
Expert says bullet doesn't match","NoMatch",54,122,"",0,0,394.035604171577,25.3908794788274,92.1611811731873,FALSE,NA,""
"775",775,17,1706291797.38381,66.0034898668528,1706291520.33302,"Cole discharged a firearm in a place of business.
Tried to rob, didn't succeed, fired gun
Expert says bullet doesn't match","NoMatch",54,122,"",0,0,140.64414279911,6.85294117647059,33.4478004056598,FALSE,NA,""
"776",776,5,1706292688.34427,33.6535434238613,1706292545.40856,"","NoMatch",94,0,"",0,0,266.940399458055,35.2707006369427,57.9174247052782,FALSE,NA,""
"777",777,6,1706292717.09482,33.6535434238613,1706292545.40856,"discharge gun in business","NoMatch",94,25,"discharge gun in business",0,25,1132.80513953521,120.201277955272,253.150965394985,FALSE,NA,"discharge gun in business"
"778",778,7,1706292793.36488,33.6535434238613,1706292545.40856,"discharged a legal gun in business wore mask. alarm sounded and he ran","NoMatch",94,70," business wore mask. alarm sounded and he ran",14,45,703.528374284891,40.2916666666667,165.809176904556,FALSE,NA," business wore mask. alarm sounded and he ran"
"779",779,8,1706292805.88829,33.6535434238613,1706292545.40856,"discharged a legal gun in business wore mask. alarm sounded and he ran","NoMatch",94,70,"",0,0,111.880144059498,4.42948717948718,26.8626642200028,FALSE,NA,""
"780",780,9,1706292822.1189,33.6535434238613,1706292545.40856,"discharged a legal gun in business wore mask. alarm sounded and he ran","NoMatch",94,70,"",0,0,657.872301123405,41.9292604501608,153.985760168311,FALSE,NA,""
"781",781,10,1706292890.9824,33.6535434238613,1706292545.40856,"discharged a legal gun in business wore mask. alarm sounded and he ran bullet tested by accredited lab","NoMatch",94,102," bullet tested by accredited lab",0,32,936.779877093541,33.5144694533762,225.816351910041,FALSE,NA," bullet tested by accredited lab"
"782",782,11,1706292904.94627,33.6535434238613,1706292545.40856,"discharged a legal gun in business wore mask. alarm sounded and he ran bullet tested by accredited lab","NoMatch",94,102,"",0,0,637.803167848742,35.8709677419355,150.483050026702,FALSE,NA,""
"783",783,4,1706292913.83993,39.8814989021048,1706292621.8648,"","Match",290,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784",784,5,1706292934.86875,39.8814989021048,1706292621.8648,"","Match",290,0,"",0,0,266.940399458055,35.2707006369427,57.9174247052782,FALSE,NA,""
"785",785,12,1706292961.91912,33.6535434238613,1706292545.40856,"discharged a legal gun in business wore mask. alarm sounded and he ran bullet tested by accredited lab","NoMatch",94,102,"",0,0,988.880731088922,41.9220779220779,236.739663291711,FALSE,NA,""
"786",786,13,1706293054.11101,33.6535434238613,1706292545.40856,"discharged a legal gun in business wore mask. alarm sounded and he ran bullet tested by accredited lab. How did the examiner know to compare the bullets","NoMatch",94,152,". How did the examiner know to compare the bullets",0,50,671.438477541631,47.1233766233766,156.078775229564,FALSE,NA,". How did the examiner know to compare the bullets"
"787",787,14,1706293108.79468,33.6535434238613,1706292545.40856,"discharged a legal gun in business wore mask. alarm sounded and he ran bullet tested by accredited lab. How did the examiner know to compare the bullets","NoMatch",94,152,"",0,0,452.776930263405,25.0390879478827,106.934460578881,FALSE,NA,""
"788",788,6,1706293111.23486,39.8814989021048,1706292621.8648,"Fired shot at ceiling. Mask. 9mm bullet recovered from the ceiling. Def had a 9mm handgun, legal, confiscated and tested, def speeding 2 days later and car searched. no other evidence? ","Match",290,185,"Fired shot at ceiling. Mask. 9mm bullet recovered from the ceiling. Def had a 9mm handgun, legal, confiscated and tested, def speeding 2 days later and car searched. no other evidence? ",0,185,1132.80513953521,120.201277955272,253.150965394985,FALSE,NA,"Fired shot at ceiling. Mask. 9mm bullet recovered from the ceiling. Def had a 9mm handgun, legal, confiscated and tested, def speeding 2 days later and car searched. no other evidence? "
"789",789,7,1706293114.32454,39.8814989021048,1706292621.8648,"Fired shot at ceiling. Mask. 9mm bullet recovered from the ceiling. Def had a 9mm handgun, legal, confiscated and tested, def speeding 2 days later and car searched. no other evidence? ","Match",290,185,"",0,0,703.528374284891,40.2916666666667,165.809176904556,FALSE,NA,""
"790",790,8,1706293130.84847,39.8814989021048,1706292621.8648,"Fired shot at ceiling. Mask. 9mm bullet recovered from the ceiling. Def had a 9mm handgun, legal, confiscated and tested, def speeding 2 days later and car searched. no other evidence? ","Match",290,185,"",0,0,111.880144059498,4.42948717948718,26.8626642200028,FALSE,NA,""
"791",791,15,1706293155.1711,33.6535434238613,1706292545.40856,"discharged a legal gun in business wore mask. alarm sounded and he ran bullet tested by accredited lab. How did the examiner know to compare the bullets","NoMatch",94,152,"",0,0,445.708962150686,21.1596091205212,106.137338257541,FALSE,NA,""
"792",792,9,1706293157.9223,39.8814989021048,1706292621.8648,"Fired shot at ceiling. Mask. 9mm bullet recovered from the ceiling. Def had a 9mm handgun, legal, confiscated and tested, def speeding 2 days later and car searched. no other evidence? ","Match",290,185,"",0,0,657.872301123405,41.9292604501608,153.985760168311,FALSE,NA,""
"793",793,10,1706293185.39014,39.8814989021048,1706292621.8648,"Fired shot at ceiling. Mask. 9mm bullet recovered from the ceiling. Def had a 9mm handgun, legal, confiscated and tested, def speeding 2 days later and car searched. no other evidence? Terry smith credentialed. ","Match",290,211,"Terry smith credentialed. ",0,26,936.779877093541,33.5144694533762,225.816351910041,FALSE,NA,"Terry smith credentialed. "
"794",794,16,1706293199.96492,33.6535434238613,1706292545.40856,"discharged a legal gun in business wore mask. alarm sounded and he ran bullet tested by accredited lab. How did the examiner know to compare the bullets","NoMatch",94,152,"",0,0,394.035604171577,25.3908794788274,92.1611811731873,FALSE,NA,""
"795",795,17,1706293230.20609,33.6535434238613,1706292545.40856,"discharged a legal gun in business wore mask. alarm sounded and he ran bullet tested by accredited lab. How did the examiner know to compare the bullets","NoMatch",94,152,"",0,0,140.64414279911,6.85294117647059,33.4478004056598,FALSE,NA,""
"796",796,11,1706293232.48215,39.8814989021048,1706292621.8648,"Fired shot at ceiling. Mask. 9mm bullet recovered from the ceiling. Def had a 9mm handgun, legal, confiscated and tested, def speeding 2 days later and car searched. no other evidence? Terry smith credentialed. ","Match",290,211,"",0,0,637.803167848742,35.8709677419355,150.483050026702,FALSE,NA,""
"797",797,18,1706293248.4051,33.6535434238613,1706292545.40856,"discharged a legal gun in business wore mask. alarm sounded and he ran bullet tested by accredited lab. How did the examiner know to compare the bullets","NoMatch",94,152,"",0,0,39.3413957985423,1.30508474576271,9.50907776319488,FALSE,NA,""
"798",798,12,1706293287.11874,39.8814989021048,1706292621.8648,"Fired shot at ceiling. Mask. 9mm bullet recovered from the ceiling. Def had a 9mm handgun, legal, confiscated and tested, def speeding 2 days later and car searched. no other evidence? Terry smith credentialed. ","Match",290,211,"",0,0,988.880731088922,41.9220779220779,236.739663291711,FALSE,NA,""
"799",799,13,1706293350.24378,39.8814989021048,1706292621.8648,"Fired shot at ceiling. Mask. 9mm bullet recovered from the ceiling. Def had a 9mm handgun, legal, confiscated and tested, def speeding 2 days later and car searched. no other evidence? Terry smith credentialed. Said probability of similar markings made by different sources is negligible.","Match",290,288,"Said probability of similar markings made by different sources is negligible.",0,77,671.438477541631,47.1233766233766,156.078775229564,FALSE,NA,"Said probability of similar markings made by different sources is negligible."
"800",800,14,1706293380.21591,39.8814989021048,1706292621.8648,"Fired shot at ceiling. Mask. 9mm bullet recovered from the ceiling. Def had a 9mm handgun, legal, confiscated and tested, def speeding 2 days later and car searched. no other evidence? Terry smith credentialed. Said probability of similar markings made by different sources is negligible.","Match",290,288,"",0,0,452.776930263405,25.0390879478827,106.934460578881,FALSE,NA,""
"801",801,15,1706293405.61929,39.8814989021048,1706292621.8648,"Fired shot at ceiling. Mask. 9mm bullet recovered from the ceiling. Def had a 9mm handgun, legal, confiscated and tested, def speeding 2 days later and car searched. no other evidence? Terry smith credentialed. Said probability of similar markings made by different sources is negligible.","Match",290,288,"",0,0,445.708962150686,21.1596091205212,106.137338257541,FALSE,NA,""
"802",802,16,1706293432.71526,39.8814989021048,1706292621.8648,"Fired shot at ceiling. Mask. 9mm bullet recovered from the ceiling. Def had a 9mm handgun, legal, confiscated and tested, def speeding 2 days later and car searched. no other evidence? Terry smith credentialed. Said probability of similar markings made by different sources is negligible.","Match",290,288,"",0,0,394.035604171577,25.3908794788274,92.1611811731873,FALSE,NA,""
"803",803,17,1706293442.00942,39.8814989021048,1706292621.8648,"Fired shot at ceiling. Mask. 9mm bullet recovered from the ceiling. Def had a 9mm handgun, legal, confiscated and tested, def speeding 2 days later and car searched. no other evidence? Terry smith credentialed. Said probability of similar markings made by different sources is negligible.","Match",290,288,"",0,0,140.64414279911,6.85294117647059,33.4478004056598,FALSE,NA,""
"804",804,4,1706294104.59102,16.6137336054817,1706294045.33253,"","Match",162,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",805,5,1706294129.72934,16.6137336054817,1706294045.33253,"Richard Cole - shot a firearm in a place of business (felony) - pleaded not guilty","Match",162,82,"Richard Cole - shot a firearm in a place of business (felony) - pleaded not guilty",0,82,266.940399458055,35.2707006369427,57.9174247052782,FALSE,NA,"Richard Cole - shot a firearm in a place of business (felony) - pleaded not guilty"
"806",806,4,1706294172.59972,59.7270184196532,1706294045.51128,"","Match",151,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",807,6,1706294179.34214,16.6137336054817,1706294045.33253,"Richard Cole - shot a firearm in a place of business (felony) - pleaded not guilty - arrested for having the same gun?","Match",162,118," - arrested for having the same gun?",0,36,1132.80513953521,120.201277955272,253.150965394985,FALSE,NA," - arrested for having the same gun?"
"808",808,7,1706294180.96907,16.6137336054817,1706294045.33253,"Richard Cole - shot a firearm in a place of business (felony) - pleaded not guilty - arrested for having the same gun?","Match",162,118,"",0,0,703.528374284891,40.2916666666667,165.809176904556,FALSE,NA,""
"809",809,8,1706294191.56065,16.6137336054817,1706294045.33253,"Richard Cole - shot a firearm in a place of business (felony) - pleaded not guilty - arrested for having the same gun?","Match",162,118,"",0,0,111.880144059498,4.42948717948718,26.8626642200028,FALSE,NA,""
"810",810,5,1706294203.98307,59.7270184196532,1706294045.51128,"","Match",151,0,"",0,0,266.940399458055,35.2707006369427,57.9174247052782,FALSE,NA,""
"811",811,9,1706294232.53892,16.6137336054817,1706294045.33253,"Richard Cole - shot a firearm in a place of business (felony) - pleaded not guilty - arrested for having the same gun?","Match",162,118,"",0,0,657.872301123405,41.9292604501608,153.985760168311,FALSE,NA,""
"812",812,10,1706294245.29593,16.6137336054817,1706294045.33253,"Richard Cole - shot a firearm in a place of business (felony) - pleaded not guilty - arrested for having the same gun?","Match",162,118,"",0,0,936.779877093541,33.5144694533762,225.816351910041,FALSE,NA,""
"813",813,6,1706294253.88851,59.7270184196532,1706294045.51128,"","Match",151,0,"",0,0,1132.80513953521,120.201277955272,253.150965394985,FALSE,NA,""
"814",814,7,1706294256.93571,59.7270184196532,1706294045.51128,"","Match",151,0,"",0,0,703.528374284891,40.2916666666667,165.809176904556,FALSE,NA,""
"815",815,11,1706294268.7971,16.6137336054817,1706294045.33253,"Richard Cole - shot a firearm in a place of business (felony) - pleaded not guilty - arrested for having the same gun?","Match",162,118,"",0,0,637.803167848742,35.8709677419355,150.483050026702,FALSE,NA,""
"816",816,8,1706294273.22308,59.7270184196532,1706294045.51128,"","Match",151,0,"",0,0,111.880144059498,4.42948717948718,26.8626642200028,FALSE,NA,""
"817",817,12,1706294302.64926,16.6137336054817,1706294045.33253,"Richard Cole - shot a firearm in a place of business (felony) - pleaded not guilty - arrested for having the same gun?","Match",162,118,"",0,0,988.880731088922,41.9220779220779,236.739663291711,FALSE,NA,""
"818",818,9,1706294313.39556,59.7270184196532,1706294045.51128,"","Match",151,0,"",0,0,657.872301123405,41.9292604501608,153.985760168311,FALSE,NA,""
"819",819,13,1706294325.94938,16.6137336054817,1706294045.33253,"Richard Cole - shot a firearm in a place of business (felony) - pleaded not guilty - arrested for having the same gun?","Match",162,118,"",0,0,671.438477541631,47.1233766233766,156.078775229564,FALSE,NA,""
"820",820,10,1706294333.1371,59.7270184196532,1706294045.51128,"","Match",151,0,"",0,0,936.779877093541,33.5144694533762,225.816351910041,FALSE,NA,""
"821",821,14,1706294345.81123,16.6137336054817,1706294045.33253,"Richard Cole - shot a firearm in a place of business (felony) - pleaded not guilty - arrested for having the same gun?","Match",162,118,"",0,0,452.776930263405,25.0390879478827,106.934460578881,FALSE,NA,""
"822",822,15,1706294362.58513,16.6137336054817,1706294045.33253,"Richard Cole - shot a firearm in a place of business (felony) - pleaded not guilty - arrested for having the same gun?","Match",162,118,"",0,0,445.708962150686,21.1596091205212,106.137338257541,FALSE,NA,""
"823",823,16,1706294378.92087,16.6137336054817,1706294045.33253,"Richard Cole - shot a firearm in a place of business (felony) - pleaded not guilty - arrested for having the same gun?","Match",162,118,"",0,0,394.035604171577,25.3908794788274,92.1611811731873,FALSE,NA,""
"824",824,17,1706294383.12324,16.6137336054817,1706294045.33253,"Richard Cole - shot a firearm in a place of business (felony) - pleaded not guilty - arrested for having the same gun?","Match",162,118,"",0,0,140.64414279911,6.85294117647059,33.4478004056598,FALSE,NA,""
"825",825,11,1706294385.92963,59.7270184196532,1706294045.51128,"","Match",151,0,"",0,0,637.803167848742,35.8709677419355,150.483050026702,FALSE,NA,""
"826",826,12,1706294428.10417,59.7270184196532,1706294045.51128,"","Match",151,0,"",0,0,988.880731088922,41.9220779220779,236.739663291711,FALSE,NA,""
"827",827,13,1706294464.30319,59.7270184196532,1706294045.51128,"","Match",151,0,"",0,0,671.438477541631,47.1233766233766,156.078775229564,FALSE,NA,""
"828",828,14,1706294501.62146,59.7270184196532,1706294045.51128,"","Match",151,0,"",0,0,452.776930263405,25.0390879478827,106.934460578881,FALSE,NA,""
"829",829,15,1706294534.46627,59.7270184196532,1706294045.51128,"","Match",151,0,"",0,0,445.708962150686,21.1596091205212,106.137338257541,FALSE,NA,""
"830",830,16,1706294570.91769,59.7270184196532,1706294045.51128,"","Match",151,0,"",0,0,394.035604171577,25.3908794788274,92.1611811731873,FALSE,NA,""
"831",831,17,1706294624.69481,59.7270184196532,1706294045.51128,"","Match",151,0,"",0,0,140.64414279911,6.85294117647059,33.4478004056598,FALSE,NA,""
"832",832,4,1706294921.6594,51.6070082085207,1706294857.42137,"","Match",161,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833",833,5,1706294929.43699,51.6070082085207,1706294857.42137,"","Match",161,0,"",0,0,266.940399458055,35.2707006369427,57.9174247052782,FALSE,NA,""
"834",834,6,1706294981.14288,51.6070082085207,1706294857.42137,"","Match",161,0,"",0,0,1132.80513953521,120.201277955272,253.150965394985,FALSE,NA,""
"835",835,7,1706294983.09215,51.6070082085207,1706294857.42137,"","Match",161,0,"",0,0,703.528374284891,40.2916666666667,165.809176904556,FALSE,NA,""
"836",836,8,1706294996.6531,51.6070082085207,1706294857.42137,"","Match",161,0,"",0,0,111.880144059498,4.42948717948718,26.8626642200028,FALSE,NA,""
"837",837,9,1706295027.93242,51.6070082085207,1706294857.42137,"","Match",161,0,"",0,0,657.872301123405,41.9292604501608,153.985760168311,FALSE,NA,""
"838",838,10,1706295038.36478,51.6070082085207,1706294857.42137,"","Match",161,0,"",0,0,936.779877093541,33.5144694533762,225.816351910041,FALSE,NA,""
"839",839,11,1706295078.45262,51.6070082085207,1706294857.42137,"","Match",161,0,"",0,0,637.803167848742,35.8709677419355,150.483050026702,FALSE,NA,""
"840",840,12,1706295112.53526,51.6070082085207,1706294857.42137,"","Match",161,0,"",0,0,988.880731088922,41.9220779220779,236.739663291711,FALSE,NA,""
"841",841,13,1706295138.98535,51.6070082085207,1706294857.42137,"","Match",161,0,"",0,0,671.438477541631,47.1233766233766,156.078775229564,FALSE,NA,""
"842",842,14,1706295179.68864,51.6070082085207,1706294857.42137,"","Match",161,0,"",0,0,452.776930263405,25.0390879478827,106.934460578881,FALSE,NA,""
"843",843,15,1706295206.55466,51.6070082085207,1706294857.42137,"","Match",161,0,"",0,0,445.708962150686,21.1596091205212,106.137338257541,FALSE,NA,""
"844",844,16,1706295229.52053,51.6070082085207,1706294857.42137,"","Match",161,0,"",0,0,394.035604171577,25.3908794788274,92.1611811731873,FALSE,NA,""
"845",845,17,1706295240.86745,51.6070082085207,1706294857.42137,"","Match",161,0,"",0,0,140.64414279911,6.85294117647059,33.4478004056598,FALSE,NA,""
"846",846,4,1706295690.62308,19.2131517920643,1706295610.26387,"","NoMatch",45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847",847,4,1706295699.03769,20.7537484355271,1706295661.42563,"","Match",106,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848",848,5,1706295728.80815,20.7537484355271,1706295661.42563,"Defendant - Richard Cole - Pled Not Guilty - Charged with willfully discharging a firearm in a place of business - Felony","Match",106,121,"Defendant - Richard Cole - Pled Not Guilty - Charged with willfully discharging a firearm in a place of business - Felony",0,121,266.940399458055,35.2707006369427,57.9174247052782,FALSE,NA,"Defendant - Richard Cole - Pled Not Guilty - Charged with willfully discharging a firearm in a place of business - Felony"
