"","...1","guilty","strength","gunstrength","probability","gunprob","check1","firetestcred","algtestcred","overrel","examrel","algrel","examsci","oversci","algsci","expunder","algunder","mistakes","firerel","check2","firesci","unique","harm","time","scenario_number","algorithm","picture","conclusion","typos","clean_prints"
"126",129,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658351798.59603,12,"Yes","Yes","NoMatch","Uncorrected",532
"127",130,"Yes","7.0","7.0",85,85,"9mm","Moderately credible","Moderately credible","Moderately reliable","Moderately reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","4.0","Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658352544.26198,10,"Yes","Yes","Match","Uncorrected",417
"128",131,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,10,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658353003.09088,8,"Yes","No","Inconclusive","Uncorrected",420
"129",132,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",3,3,"9mm","Extremely credible","Extremely credible","Moderately reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658353366.27972,9,"Yes","No","NoMatch","Uncorrected",598
"130",133,"No","3.0","9 <br/> Extremely strong",50,99,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658354211.89174,10,"Yes","Yes","Match","Uncorrected",187
"131",134,"Yes","8.0","9 <br/> Extremely strong",95,97,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658354549.22758,7,"Yes","No","Match","Uncorrected",408
"132",135,"No","3.0","2.0",20,14,"9mm","Moderately credible","Moderately credible","Moderately reliable","Moderately reliable","Weakly reliable","Moderately scientific","Moderately scientific","Weakly scientific","4.0","3 <br/> I understood about half of the method","Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658355381.11423,9,"Yes","No","NoMatch","Uncorrected",330
"133",136,"No","2.0","1 <br/> Not at all strong",14,12,"9mm","Moderately credible","Moderately credible","Moderately unreliable","Moderately reliable","Neither reliable nor unreliable","Neither scientific nor unscientific","Weakly unscientific","Weakly unscientific","5 <br/> I understood everything","5 <br/> I understood everything","Frequently","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Failing to convict a guilty person",1658355712.36016,8,"Yes","No","Inconclusive","Uncorrected",313
"134",137,"No","6.0","7.0",65,90,"9mm","Weakly credible","Moderately credible","Weakly reliable","Moderately unreliable","Weakly reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","4.0","Rarely","Weakly reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658355756.11912,10,"Yes","Yes","Match","Uncorrected",44
"135",138,"No","3.0","1 <br/> Not at all strong",20,8,"9mm","Extremely credible","Moderately credible","Moderately unreliable","Moderately reliable","Weakly reliable","Moderately scientific","Moderately scientific","Extremely scientific","3 <br/> I understood about half of the method","2.0","Sometimes","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658355902.19166,9,"Yes","No","NoMatch","Uncorrected",91
"136",139,"Yes","8.0","9 <br/> Extremely strong",98,99,"9mm","Moderately credible","Extremely credible","Extremely reliable","Moderately reliable","Extremely reliable","Moderately scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658356971.12947,10,"Yes","Yes","Match","Uncorrected",537
"137",140,"Yes","8.0","9 <br/> Extremely strong",98,99,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Moderately scientific","Moderately scientific","Moderately scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658357031.65351,10,"Yes","Yes","Match","Uncorrected",363
"138",141,"No","4.0","3.0",35,30,"9mm","Moderately credible","Extremely credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Extremely scientific","4.0","4.0","Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658357141.05245,12,"Yes","Yes","NoMatch","Uncorrected",159
"139",142,"No","3.0","2.0",20,20,"9mm","Moderately credible","Extremely credible","Moderately unreliable","Weakly reliable","Weakly reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","3 <br/> I understood about half of the method","Occasionally","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658357304.29052,8,"Yes","No","Inconclusive","Uncorrected",165
"140",143,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,0,"9mm","Extremely credible","Neither credible nor noncredible","Extremely unreliable","Extremely reliable","Neither reliable nor unreliable","Extremely scientific","Extremely scientific","Neither scientific nor unscientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658358144.72352,12,"Yes","Yes","NoMatch","Uncorrected",351
"141",144,"No","2.0","2.0",9,15,"9mm","Moderately credible","Moderately credible","Extremely unreliable","Weakly unreliable","Moderately reliable","Moderately unscientific","Weakly scientific","Moderately scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658358165.84491,12,"Yes","Yes","NoMatch","Uncorrected",304
"142",145,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,0,"9mm","Moderately credible","Moderately credible","Neither reliable nor unreliable","Extremely reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","1 <br/> I understood nothing","1 <br/> I understood nothing","Sometimes","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658359259.25829,9,"Yes","No","NoMatch","Uncorrected",115
"143",146,"No","5 <br/> Moderately strong","6.0",70,80,"9mm","Moderately credible","Moderately credible","Weakly reliable","Moderately reliable","Neither reliable nor unreliable","Weakly scientific","Weakly scientific","Weakly scientific","4.0","4.0","Occasionally","Moderately unreliable","Moderately reliable","Weakly unscientific","Yes","Erroneously convicting an innocent person",1658359338.21555,11,"Yes","Yes","Inconclusive","Uncorrected",364
"144",147,"Yes","8.0","8.0",96,89,"9mm","Extremely credible","Moderately credible","Moderately reliable","Extremely reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","4.0","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658360028.8922,10,"Yes","Yes","Match","Uncorrected",132
"145",148,"Yes","7.0","8.0",82,95,"9mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658360045.56107,10,"Yes","Yes","Match","Uncorrected",323
"146",149,"Yes","8.0","8.0",93,96,"9mm","Moderately credible","Extremely credible","Extremely reliable","Moderately reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658360384.78991,12,"Yes","Yes","NoMatch","Uncorrected",483
"147",150,"No","2.0","2.0",8,5,"9mm","Extremely credible","Moderately credible","Extremely reliable","Extremely reliable","Weakly reliable","Moderately scientific","Moderately scientific","Weakly scientific","5 <br/> I understood everything","5 <br/> I understood everything","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658360720.08277,12,"Yes","Yes","NoMatch","Uncorrected",75
"148",151,"No","4.0","3.0",38,37,"9mm","Moderately credible","Extremely credible","Weakly unreliable","Moderately reliable","Moderately reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","4.0","Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658361103.09544,8,"Yes","No","Inconclusive","Uncorrected",145
"149",152,"Yes","9 <br/> Extremely strong","8.0",91,97,"Rifle slug","Neither credible nor noncredible","Extremely credible","Moderately reliable","Weakly reliable","Extremely reliable","Moderately scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Occasionally","Neither reliable nor unreliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658363611.01452,11,"Yes","Yes","Inconclusive","Uncorrected",539
"150",153,"No","2.0","1 <br/> Not at all strong",10,5,"9mm","Moderately credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Moderately scientific","Extremely scientific","5 <br/> I understood everything","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658363738.05194,12,"Yes","Yes","NoMatch","Uncorrected",281
"151",154,"Yes","8.0","9 <br/> Extremely strong",90,90,"9mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Extremely reliable","Extremely scientific","Moderately scientific","Extremely scientific","4.0","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658363855.58563,10,"Yes","Yes","Match","Uncorrected",108
"152",155,"Yes","9 <br/> Extremely strong","9 <br/> Extremely strong",98,98,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658364712.4675,7,"Yes","No","Match","Uncorrected",441
"153",156,"No","6.0","7.0",85,90,"9mm","Moderately credible","Moderately credible","Extremely reliable","Moderately reliable","Moderately reliable","Moderately scientific","Extremely scientific","Extremely scientific","4.0","4.0","Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658365481.75854,10,"Yes","Yes","Match","Uncorrected",489
"154",157,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",3,2,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658365675.89739,9,"Yes","No","NoMatch","Uncorrected",564
"155",159,"No","4.0","3.0",21,11,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Moderately scientific","Extremely scientific","Moderately scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658365798.30692,9,"Yes","No","NoMatch","Uncorrected",480
"156",160,"No","4.0","2.0",25,15,"9mm","Extremely credible","Extremely credible","Moderately reliable","Extremely reliable","Extremely reliable","Extremely scientific","Moderately scientific","Moderately scientific","4.0","3 <br/> I understood about half of the method","Occasionally","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658366396.699,12,"Yes","Yes","NoMatch","Uncorrected",8
"157",161,"Yes","6.0","7.0",86,96,"9mm","Moderately credible","Extremely credible","Moderately reliable","Moderately reliable","Moderately reliable","Neither scientific nor unscientific","Moderately scientific","Moderately scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658366488.85306,7,"Yes","No","Match","Uncorrected",517
"158",162,"Yes","3.0","1 <br/> Not at all strong",23,20,"9mm","Extremely credible","Moderately credible","Moderately unreliable","Moderately unreliable","Weakly reliable","Moderately scientific","Moderately scientific","Weakly scientific","3 <br/> I understood about half of the method","2.0","Frequently","Neither reliable nor unreliable","Moderately reliable","Weakly scientific","Yes","The errors are equally bad",1658366763.79296,11,"Yes","Yes","Inconclusive","Uncorrected",129
"159",163,"Yes","8.0","8.0",96,97,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658367123.46876,7,"Yes","No","Match","Uncorrected",495
"160",164,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",10,5,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","4.0","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658367699.47187,11,"Yes","Yes","Inconclusive","Uncorrected",447
"161",165,"Yes","5 <br/> Moderately strong","8.0",90,98,"9mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Extremely reliable","Moderately scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658367740.39907,10,"Yes","Yes","Match","Uncorrected",267
"162",166,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,1,"22mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658368533.54509,12,"Yes","Yes","NoMatch","Uncorrected",96
"163",167,"No","2.0","2.0",6,3,"9mm","Moderately credible","Moderately credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658370185.00324,9,"Yes","No","NoMatch","Uncorrected",563
"164",168,"No","6.0","8.0",90,96,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Extremely reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","3 <br/> I understood about half of the method","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658370559.09792,10,"Yes","Yes","Match","Uncorrected",602
"165",169,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Sometimes","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658415328.00412,9,"Yes","No","NoMatch","Corrected",530
"166",170,"No","2.0","1 <br/> Not at all strong",1,1,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Moderately reliable","Moderately scientific","Extremely scientific","Extremely scientific","4.0","2.0","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658415800.58734,9,"Yes","No","NoMatch","Corrected",140
"167",171,"Yes","8.0","8.0",95,95,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658416016.72474,10,"Yes","Yes","Match","Corrected",196
"168",173,"Yes","7.0","8.0",50,80,"9mm","Extremely credible","Extremely credible","Moderately reliable","Extremely reliable","Moderately reliable","Extremely scientific","Moderately scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658423821.92573,7,"Yes","No","Match","Corrected",42
"169",174,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",1,1,"9mm","Moderately credible","Extremely credible","Moderately unreliable","Extremely reliable","Extremely reliable","Moderately scientific","Moderately scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Frequently","Moderately unreliable","Moderately reliable","Neither scientific nor unscientific","No","Erroneously convicting an innocent person",1658424488.8342,12,"Yes","Yes","NoMatch","Corrected",251
"170",175,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,3,"9mm","Moderately credible","Extremely credible","Extremely reliable","Moderately reliable","Moderately reliable","Moderately scientific","Extremely scientific","Moderately scientific","5 <br/> I understood everything","4.0","Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658424738.65487,9,"Yes","No","NoMatch","Corrected",1
"171",176,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,2,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658424921.33193,9,"Yes","No","NoMatch","Corrected",259
"172",177,"No","2.0","2.0",20,20,"9mm","Extremely credible","Extremely credible","Neither reliable nor unreliable","Extremely reliable","Extremely reliable","Moderately scientific","Moderately scientific","Extremely scientific","4.0","4.0","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658425206.60655,11,"Yes","Yes","Inconclusive","Corrected",164
"173",178,"No","4.0","2.0",20,10,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Moderately reliable","Moderately scientific","Extremely scientific","Moderately scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658425221.20413,9,"Yes","No","NoMatch","Corrected",9
"174",179,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,5,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658425344.99823,12,"Yes","Yes","NoMatch","Corrected",299
"175",180,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,0,"9mm","Extremely credible","Extremely credible","Extremely reliable","Moderately reliable","Moderately reliable","Extremely scientific","Moderately scientific","Extremely scientific","5 <br/> I understood everything","4.0","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658425544.49411,12,"Yes","Yes","NoMatch","Corrected",536
"176",181,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",3,3,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Moderately scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658425655.18698,11,"Yes","Yes","Inconclusive","Corrected",474
"177",182,"No","2.0","1 <br/> Not at all strong",15,3,"9mm","Extremely credible","Extremely credible","Moderately unreliable","Extremely reliable","Extremely reliable","Moderately scientific","Neither scientific nor unscientific","Moderately scientific","4.0","5 <br/> I understood everything","Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658426407.98836,9,"Yes","No","NoMatch","Corrected",494
"178",183,"No","3.0","2.0",40,40,"9mm","Moderately credible","Moderately credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658426999.5354,11,"Yes","Yes","Inconclusive","Corrected",380
"179",184,"No","2.0","1 <br/> Not at all strong",35,45,"22mm","Extremely credible","Extremely credible","Weakly reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658427191.98865,11,"Yes","Yes","Inconclusive","Corrected",475
"180",185,"Yes","8.0","8.0",88,91,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658427424.67356,7,"Yes","No","Match","Corrected",298
"181",186,"No","3.0","3.0",20,19,"9mm","Moderately credible","Moderately credible","Moderately reliable","Weakly reliable","Weakly reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Occasionally","Moderately reliable","Moderately reliable","Moderately scientific","Yes","The errors are equally bad",1658427676.71399,11,"Yes","Yes","Inconclusive","Corrected",252
"182",187,"No","2.0","2.0",24,23,"9mm","Moderately credible","Moderately credible","Neither reliable nor unreliable","Neither reliable nor unreliable","Weakly reliable","Neither scientific nor unscientific","Weakly scientific","Weakly scientific","5 <br/> I understood everything","5 <br/> I understood everything","Sometimes","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658427807.74665,8,"Yes","No","Inconclusive","Corrected",110
"183",188,"Yes","7.0","8.0",88,93,"9mm","Extremely credible","Moderately credible","Moderately reliable","Extremely reliable","Extremely reliable","Moderately scientific","Moderately scientific","Extremely scientific","5 <br/> I understood everything","4.0","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658427844.86861,8,"Yes","No","Inconclusive","Corrected",350
"184",189,"No","5 <br/> Moderately strong","5 <br/> Moderately strong",39,60,"9mm","Moderately credible","Moderately credible","Neither reliable nor unreliable","Moderately reliable","Weakly reliable","Moderately scientific","Neither scientific nor unscientific","Neither scientific nor unscientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","No","The errors are equally bad",1658428566.31002,11,"Yes","Yes","Inconclusive","Corrected",427
"185",190,"No","4.0","8.0",40,90,"9mm","Moderately credible","Moderately credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","4.0","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658429015.86175,10,"Yes","Yes","Match","Corrected",436
"186",191,"No","7.0","7.0",90,95,"9mm","Moderately credible","Moderately credible","Moderately reliable","Weakly reliable","Moderately reliable","Weakly unscientific","Weakly scientific","Weakly scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658429460.56853,10,"Yes","Yes","Match","Corrected",312
"187",192,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",2,1,"9mm","Moderately credible","Moderately credible","Extremely unreliable","Moderately reliable","Extremely unreliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","3 <br/> I understood about half of the method","Rarely","Extremely unreliable","Moderately reliable","Extremely unscientific","Yes","Erroneously convicting an innocent person",1658430752.68756,12,"Yes","Yes","NoMatch","Corrected",300
"188",193,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,1,"9mm","Moderately credible","Moderately credible","Moderately reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","4.0","3 <br/> I understood about half of the method","Sometimes","Moderately reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658431352.15766,12,"Yes","Yes","NoMatch","Corrected",440
"189",194,"No","3.0","2.0",36,25,"9mm","Extremely credible","Neither credible nor noncredible","Moderately reliable","Moderately reliable","Moderately reliable","Weakly scientific","Moderately scientific","Extremely scientific","4.0","2.0","Occasionally","Weakly reliable","Moderately reliable","Weakly scientific","Yes","Erroneously convicting an innocent person",1658431411.25354,8,"Yes","No","Inconclusive","Corrected",305
"190",196,"No","2.0","9 <br/> Extremely strong",80,99,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Moderately scientific","Moderately scientific","Extremely scientific","4.0","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Failing to convict a guilty person",1658432600.83239,10,"Yes","Yes","Match","Corrected",393
"191",197,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",5,10,"9mm","Extremely credible","Extremely credible","Moderately reliable","Moderately reliable","Moderately reliable","Moderately scientific","Extremely scientific","Moderately scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658432767.67549,11,"Yes","Yes","Inconclusive","Corrected",212
"192",198,"No","3.0","3.0",30,30,"9mm","Weakly credible","Moderately credible","Moderately unreliable","Moderately unreliable","Weakly unreliable","Extremely unscientific","Moderately unscientific","Moderately unscientific","5 <br/> I understood everything","4.0","Rarely","Moderately unreliable","Moderately reliable","Extremely unscientific","No","Erroneously convicting an innocent person",1658432983.22561,8,"Yes","No","Inconclusive","Corrected",453
"193",199,"Yes","8.0","8.0",90,95,"9mm","Moderately credible","Moderately credible","Moderately reliable","Moderately reliable","Moderately reliable","Weakly scientific","Weakly scientific","Extremely scientific","3 <br/> I understood about half of the method","3 <br/> I understood about half of the method","Rarely","Moderately reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658433816.14137,7,"Yes","No","Match","Corrected",572
"194",200,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Moderately scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","4.0","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","Erroneously convicting an innocent person",1658434375.90668,9,"Yes","No","NoMatch","Corrected",316
"195",201,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,3,"9mm","Moderately credible","Moderately credible","Moderately reliable","Moderately reliable","Weakly reliable","Moderately scientific","Moderately scientific","Moderately scientific","5 <br/> I understood everything","5 <br/> I understood everything","Sometimes","Weakly reliable","Moderately reliable","Moderately scientific","Yes","Erroneously convicting an innocent person",1658434410.11814,12,"Yes","Yes","NoMatch","Corrected",348
"196",202,"No","1 <br/> Not at all strong","1 <br/> Not at all strong",0,0,"9mm","Extremely credible","Extremely credible","Extremely reliable","Extremely reliable","Extremely reliable","Extremely scientific","Extremely scientific","Extremely scientific","5 <br/> I understood everything","5 <br/> I understood everything","Rarely","Extremely reliable","Moderately reliable","Extremely scientific","Yes","The errors are equally bad",1658435254.76189,9,"Yes","No","NoMatch","Corrected",232
