"","page","time","randomnumber","start_time","notes","conclusion","clean_prints"
"969",8,"1706300481.79813",60.0390943465754,"1706300005.27789","COURT CLERK:
felony - willful discharge of weapon in a place of buisness (D: Richard Cole - NG plea)
- convenience store, entered, fired shot into ciling, demanded money. Man left w no money and no one was hurt by gunshot
-- store clerk unable to ID  due to ski mask
-- clerk hit panic button, robber fled due to alarm sounds
Detective recovered 9mm bullet from store ceiling
TWO DAYS L8: RC pulled over for speeding, 9mm handgun recovered from vehcle search (how search? permission?)
-legally lisc handgun
-RC arrested and charged

TERRY SMITH:
","NoMatch",155
"970",11,"1706300495.73726",61.1895357025787,"1706300029.51672","richard cole - felony discharging firearm business - plead not guilty.  pulled firearm out, shot in ceiling and demanded money; got no money. wore a ski mask. startled by alarm, ran out. detective recovered 9mm bullet
pulled over for speeding. 9mm gun confiscated. arrested and charged after
firearm examiner for 7 years. annual proficiency examinations. lab accredited
6 lands; spun to right","NoMatch",171
"971",12,"1706300540.16149",61.1895357025787,"1706300029.51672","richard cole - felony discharging firearm business - plead not guilty.  pulled firearm out, shot in ceiling and demanded money; got no money. wore a ski mask. startled by alarm, ran out. detective recovered 9mm bullet
pulled over for speeding. 9mm gun confiscated. arrested and charged after
firearm examiner for 7 years. annual proficiency examinations. lab accredited
6 lands; spun to right","NoMatch",171
"972",9,"1706300576.25591",60.0390943465754,"1706300005.27789","COURT CLERK:
felony - willful discharge of weapon in a place of buisness (D: Richard Cole - NG plea)
- convenience store, entered, fired shot into ciling, demanded money. Man left w no money and no one was hurt by gunshot
-- store clerk unable to ID  due to ski mask
-- clerk hit panic button, robber fled due to alarm sounds
Detective recovered 9mm bullet from store ceiling
TWO DAYS L8: RC pulled over for speeding, 9mm handgun recovered from vehcle search (how search? permission?)
-legally lisc handgun
-RC arrested and charged

TERRY SMITH:
firearms examiner for local PD (7 yrs)
undergone prof exams? passed or not?
PD lab is accredited ASCLID/LAB","NoMatch",155
"973",13,"1706300609.65663",61.1895357025787,"1706300029.51672","richard cole - felony discharging firearm business - plead not guilty.  pulled firearm out, shot in ceiling and demanded money; got no money. wore a ski mask. startled by alarm, ran out. detective recovered 9mm bullet
pulled over for speeding. 9mm gun confiscated. arrested and charged after
firearm examiner for 7 years. annual proficiency examinations. lab accredited
6 lands; spun to right. fired from different guns","NoMatch",171
"974",10,"1706300616.03641",60.0390943465754,"1706300005.27789","COURT CLERK:
felony - willful discharge of weapon in a place of buisness (D: Richard Cole - NG plea)
- convenience store, entered, fired shot into ciling, demanded money. Man left w no money and no one was hurt by gunshot
-- store clerk unable to ID  due to ski mask
-- clerk hit panic button, robber fled due to alarm sounds
Detective recovered 9mm bullet from store ceiling
TWO DAYS L8: RC pulled over for speeding, 9mm handgun recovered from vehcle search (how search? permission?)
-legally lisc handgun
-RC arrested and charged

TERRY SMITH:
firearms examiner for local PD (7 yrs)
undergone prof exams? passed or not?
PD lab is accredited ASCLID/LAB
OPINION WITNESS (why not expert?)","NoMatch",155
"975",14,"1706300663.1037",61.1895357025787,"1706300029.51672","richard cole - felony discharging firearm business - plead not guilty.  pulled firearm out, shot in ceiling and demanded money; got no money. wore a ski mask. startled by alarm, ran out. detective recovered 9mm bullet
pulled over for speeding. 9mm gun confiscated. arrested and charged after
firearm examiner for 7 years. annual proficiency examinations. lab accredited
6 lands; spun to right. fired from different guns","NoMatch",171
"976",11,"1706300688.06091",60.0390943465754,"1706300005.27789","COURT CLERK:
felony - willful discharge of weapon in a place of buisness (D: Richard Cole - NG plea)
- convenience store, entered, fired shot into ciling, demanded money. Man left w no money and no one was hurt by gunshot
-- store clerk unable to ID  due to ski mask
-- clerk hit panic button, robber fled due to alarm sounds
Detective recovered 9mm bullet from store ceiling
TWO DAYS L8: RC pulled over for speeding, 9mm handgun recovered from vehcle search (how search? permission?)
-legally lisc handgun
-RC arrested and charged

TERRY SMITH: (SUS)
firearms examiner for local PD (7 yrs)
undergone prof exams? passed or not?
PD lab is accredited ASCLID/LAB
OPINION WITNESS (why not expert?)
Bullet = six lands, twist right","NoMatch",155
"977",15,"1706300714.52009",61.1895357025787,"1706300029.51672","richard cole - felony discharging firearm business - plead not guilty.  pulled firearm out, shot in ceiling and demanded money; got no money. wore a ski mask. startled by alarm, ran out. detective recovered 9mm bullet
pulled over for speeding. 9mm gun confiscated. arrested and charged after
firearm examiner for 7 years. annual proficiency examinations. lab accredited
6 lands; spun to right. fired from different guns","NoMatch",171
"978",12,"1706300765.74618",60.0390943465754,"1706300005.27789","COURT CLERK:
felony - willful discharge of weapon in a place of buisness (D: Richard Cole - NG plea)
- convenience store, entered, fired shot into ciling, demanded money. Man left w no money and no one was hurt by gunshot
-- store clerk unable to ID  due to ski mask
-- clerk hit panic button, robber fled due to alarm sounds
Detective recovered 9mm bullet from store ceiling
TWO DAYS L8: RC pulled over for speeding, 9mm handgun recovered from vehcle search (how search? permission?)
-legally lisc handgun
-RC arrested and charged

TERRY SMITH: (SUS)
firearms examiner for local PD (7 yrs)
undergone prof exams? passed or not?
PD lab is accredited ASCLID/LAB
OPINION WITNESS (why not expert?)
Bullet = six lands, twist right - grooves?
Lab ammunition used, what brand? Can brand of bullet impact the analysis?
test shit had 6 lands, right twist","NoMatch",155
"979",16,"1706300789.75938",61.1895357025787,"1706300029.51672","richard cole - felony discharging firearm business - plead not guilty.  pulled firearm out, shot in ceiling and demanded money; got no money. wore a ski mask. startled by alarm, ran out. detective recovered 9mm bullet
pulled over for speeding. 9mm gun confiscated. arrested and charged after
firearm examiner for 7 years. annual proficiency examinations. lab accredited
6 lands; spun to right. fired from different guns. 100% positive they came from different guns. 2.5-2.9% false negative rate among examiners","NoMatch",171
"980",17,"1706300812.01151",61.1895357025787,"1706300029.51672","richard cole - felony discharging firearm business - plead not guilty.  pulled firearm out, shot in ceiling and demanded money; got no money. wore a ski mask. startled by alarm, ran out. detective recovered 9mm bullet
pulled over for speeding. 9mm gun confiscated. arrested and charged after
firearm examiner for 7 years. annual proficiency examinations. lab accredited
6 lands; spun to right. fired from different guns. 100% positive they came from different guns. 2.5-2.9% false negative rate among examiners","NoMatch",171
"981",13,"1706300886.13579",60.0390943465754,"1706300005.27789","COURT CLERK:
felony - willful discharge of weapon in a place of buisness (D: Richard Cole - NG plea)
- convenience store, entered, fired shot into ciling, demanded money. Man left w no money and no one was hurt by gunshot
-- store clerk unable to ID  due to ski mask
-- clerk hit panic button, robber fled due to alarm sounds
Detective recovered 9mm bullet from store ceiling
TWO DAYS L8: RC pulled over for speeding, 9mm handgun recovered from vehcle search (how search? permission?)
-legally lisc handgun
-RC arrested and charged

TERRY SMITH: (SUS)
firearms examiner for local PD (7 yrs)
undergone prof exams? passed or not?
PD lab is accredited ASCLID/LAB
OPINION WITNESS (why not expert?)
Bullet = six lands, twist right - grooves?
Lab ammunition used, what brand? Can brand of bullet impact the analysis?
test shit had 6 lands, right twist
""I found that there was significant disagreement in individual characteristics.""
agreement=unique surface contour that has sufficient agreement (rotate bullets to look at diff lands and grooves, impressions)
CLAIM: Bullets fired from diff guns","NoMatch",155
"982",14,"1706300933.94064",60.0390943465754,"1706300005.27789","COURT CLERK:
felony - willful discharge of weapon in a place of buisness (D: Richard Cole - NG plea)
- convenience store, entered, fired shot into ciling, demanded money. Man left w no money and no one was hurt by gunshot
-- store clerk unable to ID  due to ski mask
-- clerk hit panic button, robber fled due to alarm sounds
Detective recovered 9mm bullet from store ceiling
TWO DAYS L8: RC pulled over for speeding, 9mm handgun recovered from vehcle search (how search? permission?)
-legally lisc handgun
-RC arrested and charged

TERRY SMITH: (SUS)
firearms examiner for local PD (7 yrs)
undergone prof exams? passed or not?
PD lab is accredited ASCLID/LAB
OPINION WITNESS (why not expert?)
Bullet = six lands, twist right - grooves?
Lab ammunition used, what brand? Can brand of bullet impact the analysis?
test shit had 6 lands, right twist
""I found that there was significant disagreement in individual characteristics.""
agreement=unique surface contour that has sufficient agreement (rotate bullets to look at diff lands and grooves, impressions)
CLAIM: Bullets fired from diff guns - peer reviewed","NoMatch",155
"983",15,"1706300971.11865",60.0390943465754,"1706300005.27789","COURT CLERK:
felony - willful discharge of weapon in a place of buisness (D: Richard Cole - NG plea)
- convenience store, entered, fired shot into ciling, demanded money. Man left w no money and no one was hurt by gunshot
-- store clerk unable to ID  due to ski mask
-- clerk hit panic button, robber fled due to alarm sounds
Detective recovered 9mm bullet from store ceiling
TWO DAYS L8: RC pulled over for speeding, 9mm handgun recovered from vehcle search (how search? permission?)
-legally lisc handgun
-RC arrested and charged

TERRY SMITH: (SUS)
firearms examiner for local PD (7 yrs)
undergone prof exams? passed or not?
PD lab is accredited ASCLID/LAB
OPINION WITNESS (why not expert?)
Bullet = six lands, twist right - grooves?
Lab ammunition used, what brand? Can brand of bullet impact the analysis?
test shit had 6 lands, right twist
""I found that there was significant disagreement in individual characteristics.""
agreement=unique surface contour that has sufficient agreement (rotate bullets to look at diff lands and grooves, impressions)
CLAIM: Bullets fired from diff guns - peer reviewed","NoMatch",155
"984",16,"1706301005.2049",60.0390943465754,"1706300005.27789","COURT CLERK:
felony - willful discharge of weapon in a place of buisness (D: Richard Cole - NG plea)
- convenience store, entered, fired shot into ciling, demanded money. Man left w no money and no one was hurt by gunshot
-- store clerk unable to ID  due to ski mask
-- clerk hit panic button, robber fled due to alarm sounds
Detective recovered 9mm bullet from store ceiling
TWO DAYS L8: RC pulled over for speeding, 9mm handgun recovered from vehcle search (how search? permission?)
-legally lisc handgun
-RC arrested and charged

TERRY SMITH: (SUS)
firearms examiner for local PD (7 yrs)
undergone prof exams? passed or not?
PD lab is accredited ASCLID/LAB
OPINION WITNESS (why not expert?)
Bullet = six lands, twist right - grooves?
Lab ammunition used, what brand? Can brand of bullet impact the analysis?
test shit had 6 lands, right twist
""I found that there was significant disagreement in individual characteristics.""
agreement=unique surface contour that has sufficient agreement (rotate bullets to look at diff lands and grooves, impressions)
CLAIM: Bullets fired from diff guns - peer reviewed ""100% sure""","NoMatch",155
"985",17,"1706301021.37381",60.0390943465754,"1706300005.27789","COURT CLERK:
felony - willful discharge of weapon in a place of buisness (D: Richard Cole - NG plea)
- convenience store, entered, fired shot into ciling, demanded money. Man left w no money and no one was hurt by gunshot
-- store clerk unable to ID  due to ski mask
-- clerk hit panic button, robber fled due to alarm sounds
Detective recovered 9mm bullet from store ceiling
TWO DAYS L8: RC pulled over for speeding, 9mm handgun recovered from vehcle search (how search? permission?)
-legally lisc handgun
-RC arrested and charged

TERRY SMITH: (SUS)
firearms examiner for local PD (7 yrs)
undergone prof exams? passed or not?
PD lab is accredited ASCLID/LAB
OPINION WITNESS (why not expert?)
Bullet = six lands, twist right - grooves?
Lab ammunition used, what brand? Can brand of bullet impact the analysis?
test shit had 6 lands, right twist
""I found that there was significant disagreement in individual characteristics.""
agreement=unique surface contour that has sufficient agreement (rotate bullets to look at diff lands and grooves, impressions)
CLAIM: Bullets fired from diff guns - peer reviewed ""100% sure""","NoMatch",155
"986",4,"1706301412.61624",69.5062736514956,"1706301288.3036","","NoMatch",212
"987",5,"1706301420.43653",69.5062736514956,"1706301288.3036","","NoMatch",212
"988",6,"1706301458.20424",69.5062736514956,"1706301288.3036","","NoMatch",212
"989",7,"1706301460.68253",69.5062736514956,"1706301288.3036","","NoMatch",212
"990",8,"1706301470.9104",69.5062736514956,"1706301288.3036","","NoMatch",212
"991",9,"1706301501.62563",69.5062736514956,"1706301288.3036","","NoMatch",212
"992",10,"1706301514.29055",69.5062736514956,"1706301288.3036","","NoMatch",212
"993",11,"1706301563.42839",69.5062736514956,"1706301288.3036","","NoMatch",212
"994",12,"1706301598.04083",69.5062736514956,"1706301288.3036","","NoMatch",212
"995",4,"1706301610.09715",14.3693887162954,"1706301512.88126","","NoMatch",204
"996",13,"1706301636.49176",69.5062736514956,"1706301288.3036","","NoMatch",212
"997",5,"1706301640.61481",14.3693887162954,"1706301512.88126","Richard Cole defendant","NoMatch",204
"998",14,"1706301670.54976",69.5062736514956,"1706301288.3036","","NoMatch",212
"999",15,"1706301703.12096",69.5062736514956,"1706301288.3036","","NoMatch",212
"1000",16,"1706301721.43766",69.5062736514956,"1706301288.3036","","NoMatch",212
"1001",6,"1706301725.66424",14.3693887162954,"1706301512.88126","Richard Cole defendant
ski mask
had gun","NoMatch",204
"1002",7,"1706301729.87538",14.3693887162954,"1706301512.88126","Richard Cole defendant
ski mask
had gun","NoMatch",204
"1003",8,"1706301749.30501",14.3693887162954,"1706301512.88126","Richard Cole defendant
ski mask
had gun","NoMatch",204
"1004",17,"1706301793.82561",69.5062736514956,"1706301288.3036","","NoMatch",212
"1005",9,"1706301840.01986",14.3693887162954,"1706301512.88126","Richard Cole defendant
ski mask
had gun
Terry Smith firearms examiner
lab accredited ASCLID/LAB","NoMatch",204
"1006",10,"1706301853.27472",14.3693887162954,"1706301512.88126","Richard Cole defendant
ski mask
had gun
Terry Smith firearms examiner
lab accredited ASCLID/LAB","NoMatch",204
"1007",11,"1706301928.157",14.3693887162954,"1706301512.88126","Richard Cole defendant
ski mask
had gun
Terry Smith firearms examiner
lab accredited ASCLID/LAB","NoMatch",204
"1008",12,"1706302024.07831",14.3693887162954,"1706301512.88126","Richard Cole defendant
ski mask
had gun
Terry Smith firearms examiner
lab accredited ASCLID/LAB","NoMatch",204
"1009",13,"1706302121.35875",14.3693887162954,"1706301512.88126","Richard Cole defendant
ski mask
had gun
Terry Smith firearms examiner
lab accredited ASCLID/LAB
bullet significan disagreement","NoMatch",204
"1010",4,"1706302160.38649",73.0564123252407,"1706302039.57614","","NoMatch",241
"1011",14,"1706302186.77703",14.3693887162954,"1706301512.88126","Richard Cole defendant
ski mask
had gun
Terry Smith firearms examiner
lab accredited ASCLID/LAB
bullet significan disagreement","NoMatch",204
"1012",5,"1706302205.55826",73.0564123252407,"1706302039.57614","Def- Richard Cole
acc- Willful discharge (felony)
Plea- Not guilty

Summary:
","NoMatch",241
"1013",15,"1706302244.15869",14.3693887162954,"1706301512.88126","Richard Cole defendant
ski mask
had gun
Terry Smith firearms examiner
lab accredited ASCLID/LAB
bullet significan disagreement","NoMatch",204
"1014",16,"1706302285.5216",14.3693887162954,"1706301512.88126","Richard Cole defendant
ski mask
had gun
Terry Smith firearms examiner
lab accredited ASCLID/LAB
bullet significan disagreement","NoMatch",204
"1015",17,"1706302307.15198",14.3693887162954,"1706301512.88126","Richard Cole defendant
ski mask
had gun
Terry Smith firearms examiner
lab accredited ASCLID/LAB
bullet significan disagreement","NoMatch",204
"1016",6,"1706302440.80812",73.0564123252407,"1706302039.57614","Def- Richard Cole
acc- Willful discharge (felony)
Plea- Not guilty

Summary:
Event
 Location: convenience store
 accused entered, pulled out firearm, shot ceiling, demanded money (robbery)
 identification***: obfuscated due to ski mask
 cashier handed money and sounded alarm while robber was unaware via hidden button
 robber fled.
Evidence:
 Witness testimony
 9mm bullet retrieved from ceiling
 accused was pulled over, firearm discovered matching caliber of bullet
 Sent for testing.
 accused charged


","NoMatch",241
"1017",7,"1706302442.77944",73.0564123252407,"1706302039.57614","Def- Richard Cole
acc- Willful discharge (felony)
Plea- Not guilty

Summary:
Event
 Location: convenience store
 accused entered, pulled out firearm, shot ceiling, demanded money (robbery)
 identification***: obfuscated due to ski mask
 cashier handed money and sounded alarm while robber was unaware via hidden button
 robber fled.
Evidence:
 Witness testimony
 9mm bullet retrieved from ceiling
 accused was pulled over, firearm discovered matching caliber of bullet
 Sent for testing.
 accused charged


","NoMatch",241
"1018",8,"1706302479.23923",73.0564123252407,"1706302039.57614","Def- Richard Cole
acc- Willful discharge (felony)
Plea- Not guilty

Summary:
Event
 Location: convenience store
 accused entered, pulled out firearm, shot ceiling, demanded money (robbery)
 identification***: obfuscated due to ski mask
 cashier handed money and sounded alarm while robber was unaware via hidden button
 robber fled.
Evidence:
 Witness testimony
 9mm bullet retrieved from ceiling
 accused was pulled over, firearm discovered matching caliber of bullet
 Sent for testing.
 accused charged

Case notes:



","NoMatch",241
"1019",9,"1706302550.55846",73.0564123252407,"1706302039.57614","Def- Richard Cole
acc- Willful discharge (felony)
Plea- Not guilty

Summary:
Event
 Location: convenience store
 accused entered, pulled out firearm, shot ceiling, demanded money (robbery)
 identification***: obfuscated due to ski mask
 cashier handed money and sounded alarm while robber was unaware via hidden button
 robber fled.
Evidence:
 Witness testimony
 9mm bullet retrieved from ceiling
 accused was pulled over, firearm discovered matching caliber of bullet
 Sent for testing.
 accused charged

Case notes:
 firearm examiner questioned, 7 years experience, describes job, education background, verified in field as individual and as lab
 
 



","NoMatch",241
"1020",10,"1706302557.65482",73.0564123252407,"1706302039.57614","Def- Richard Cole
acc- Willful discharge (felony)
Plea- Not guilty

Summary:
Event
 Location: convenience store
 accused entered, pulled out firearm, shot ceiling, demanded money (robbery)
 identification***: obfuscated due to ski mask
 cashier handed money and sounded alarm while robber was unaware via hidden button
 robber fled.
Evidence:
 Witness testimony
 9mm bullet retrieved from ceiling
 accused was pulled over, firearm discovered matching caliber of bullet
 Sent for testing.
 accused charged

Case notes:
 firearm examiner questioned, 7 years experience, describes job, education background, verified in field as individual and as lab
 
 



","NoMatch",241
"1021",11,"1706302634.97662",73.0564123252407,"1706302039.57614","Def- Richard Cole
acc- Willful discharge (felony)
Plea- Not guilty

Summary:
Event
 Location: convenience store
 accused entered, pulled out firearm, shot ceiling, demanded money (robbery)
 identification***: obfuscated due to ski mask
 cashier handed money and sounded alarm while robber was unaware via hidden button
 robber fled.
Evidence:
 Witness testimony
 9mm bullet retrieved from ceiling
 accused was pulled over, firearm discovered matching caliber of bullet
 Sent for testing.
 accused charged

Case notes:
 firearm examiner questioned, 7 years experience, describes job, education background, verified in field as individual and as lab
 reviews how bullets are matched to gun, using grooves and twist
 bullet had 6 lands and twists right
 



","NoMatch",241
"1022",12,"1706302711.86328",73.0564123252407,"1706302039.57614","Def- Richard Cole
acc- Willful discharge (felony)
Plea- Not guilty

Summary:
Event
 Location: convenience store
 accused entered, pulled out firearm, shot ceiling, demanded money (robbery)
 identification***: obfuscated due to ski mask
 cashier handed money and sounded alarm while robber was unaware via hidden button
 robber fled.
Evidence:
 Witness testimony
 9mm bullet retrieved from ceiling
 accused was pulled over, firearm discovered matching caliber of bullet
 Sent for testing.
 accused charged

Case notes:
 firearm examiner questioned, 7 years experience, describes job, education background, verified in field as individual and as lab
 reviews how bullets are matched to gun, using grooves and twist
 bullet had 6 lands and twists right
 test fired to determine safety and if bullets matched suspect, does two at a time. bullets from lab micoscope
 



","NoMatch",241
"1023",13,"1706302843.01929",73.0564123252407,"1706302039.57614","Def- Richard Cole
acc- Willful discharge (felony)
Plea- Not guilty

Summary:
Event
 Location: convenience store
 accused entered, pulled out firearm, shot ceiling, demanded money (robbery)
 identification***: obfuscated due to ski mask
 cashier handed money and sounded alarm while robber was unaware via hidden button
 robber fled.
Evidence:
 Witness testimony
 9mm bullet retrieved from ceiling
 accused was pulled over, firearm discovered matching caliber of bullet
 Sent for testing.
 accused charged

Case notes:
 firearm examiner questioned, 7 years experience, describes job, education background, verified in field as individual and as lab
 reviews how bullets are matched to gun, using grooves and twist
 bullet had 6 lands and twists right
 test fired to determine safety and if bullets matched suspect, does two at a time. bullets from lab; comparison microscope

 bullet did not match (difference in surface contour, lands and grooves, impressions) called having sufficient agreement.
 bullets fired from same gun will be significant similarity.
 examiner concludes different gun.
 



","NoMatch",241
"1024",14,"1706302945.06453",73.0564123252407,"1706302039.57614","Def- Richard Cole
acc- Willful discharge (felony)
Plea- Not guilty

Summary:
Event
 Location: convenience store
 accused entered, pulled out firearm, shot ceiling, demanded money (robbery)
 identification***: obfuscated due to ski mask
 cashier handed money and sounded alarm while robber was unaware via hidden button
 robber fled.
Evidence:
 Witness testimony
 9mm bullet retrieved from ceiling
 accused was pulled over, firearm discovered matching caliber of bullet
 Sent for testing.
 accused charged

Case notes:
 firearm examiner questioned, 7 years experience, describes job, education background, verified in field as individual and as lab
 reviews how bullets are matched to gun, using grooves and twist
 bullet had 6 lands and twists right
 test fired to determine safety and if bullets matched suspect, does two at a time. bullets from lab; comparison microscope

 bullet did not match (difference in surface contour, lands and grooves, impressions) called having sufficient agreement.
 bullets fired from same gun will be significant similarity.
 examiner concludes different gun.
 
prosecution questions examiner's credibility. 
examiner has tested thousands
examiner admits there can be some differences in the area of bullets (contained explosions, primer, initiator, explode, microscopic imperfection)
report written by examiner is peer-reviewed.



","NoMatch",241
"1025",15,"1706303042.25637",73.0564123252407,"1706302039.57614","Def- Richard Cole
acc- Willful discharge (felony)
Plea- Not guilty

Summary:
Event
 Location: convenience store
 accused entered, pulled out firearm, shot ceiling, demanded money (robbery)
 identification***: obfuscated due to ski mask
 cashier handed money and sounded alarm while robber was unaware via hidden button
 robber fled.
Evidence:
 Witness testimony
 9mm bullet retrieved from ceiling
 accused was pulled over, firearm discovered matching caliber of bullet
 Sent for testing.
 accused charged

Case notes:
 firearm examiner questioned, 7 years experience, describes job, education background, verified in field as individual and as lab
 reviews how bullets are matched to gun, using grooves and twist
 bullet had 6 lands and twists right
 test fired to determine safety and if bullets matched suspect, does two at a time. bullets from lab; comparison microscope

 bullet did not match (difference in surface contour, lands and grooves, impressions) called having sufficient agreement.
 bullets fired from same gun will be significant similarity.
 examiner concludes different gun.
 
prosecution questions examiner's credibility. 
examiner has tested thousands
examiner admits there can be some differences in the area of bullets (contained explosions, primer, initiator, explode, microscopic imperfection)
report written by examiner is peer-reviewed.

Defense questions examiner; examiner admits sufficient agreement is mostly objective, but there are subjective differences between each examiner.
no fixed amount to reach ""sufficient agreement""
cannot tell personal characteristics about robber from firearm firing.



","NoMatch",241
"1026",16,"1706303072.35149",73.0564123252407,"1706302039.57614","Def- Richard Cole
acc- Willful discharge (felony)
Plea- Not guilty

Summary:
Event
 Location: convenience store
 accused entered, pulled out firearm, shot ceiling, demanded money (robbery)
 identification***: obfuscated due to ski mask
 cashier handed money and sounded alarm while robber was unaware via hidden button
 robber fled.
Evidence:
 Witness testimony
 9mm bullet retrieved from ceiling
 accused was pulled over, firearm discovered matching caliber of bullet
 Sent for testing.
 accused charged

Case notes:
 firearm examiner questioned, 7 years experience, describes job, education background, verified in field as individual and as lab
 reviews how bullets are matched to gun, using grooves and twist
 bullet had 6 lands and twists right
 test fired to determine safety and if bullets matched suspect, does two at a time. bullets from lab; comparison microscope

 bullet did not match (difference in surface contour, lands and grooves, impressions) called having sufficient agreement.
 bullets fired from same gun will be significant similarity.
 examiner concludes different gun.
 
prosecution questions examiner's credibility. 
examiner has tested thousands
examiner admits there can be some differences in the area of bullets (contained explosions, primer, initiator, explode, microscopic imperfection)
report written by examiner is peer-reviewed.

Defense questions examiner; examiner admits sufficient agreement is mostly objective, but there are subjective differences between each examiner.
no fixed amount to reach ""sufficient agreement""
cannot tell personal characteristics about robber from firearm firing.
examiner is 100% sure.
3% false identification rate (2.5 2.9)



","NoMatch",241
"1027",17,"1706303079.57681",73.0564123252407,"1706302039.57614","Def- Richard Cole
acc- Willful discharge (felony)
Plea- Not guilty

Summary:
Event
 Location: convenience store
 accused entered, pulled out firearm, shot ceiling, demanded money (robbery)
 identification***: obfuscated due to ski mask
 cashier handed money and sounded alarm while robber was unaware via hidden button
 robber fled.
Evidence:
 Witness testimony
 9mm bullet retrieved from ceiling
 accused was pulled over, firearm discovered matching caliber of bullet
 Sent for testing.
 accused charged

Case notes:
 firearm examiner questioned, 7 years experience, describes job, education background, verified in field as individual and as lab
 reviews how bullets are matched to gun, using grooves and twist
 bullet had 6 lands and twists right
 test fired to determine safety and if bullets matched suspect, does two at a time. bullets from lab; comparison microscope

 bullet did not match (difference in surface contour, lands and grooves, impressions) called having sufficient agreement.
 bullets fired from same gun will be significant similarity.
 examiner concludes different gun.
 
prosecution questions examiner's credibility. 
examiner has tested thousands
examiner admits there can be some differences in the area of bullets (contained explosions, primer, initiator, explode, microscopic imperfection)
report written by examiner is peer-reviewed.

Defense questions examiner; examiner admits sufficient agreement is mostly objective, but there are subjective differences between each examiner.
no fixed amount to reach ""sufficient agreement""
cannot tell personal characteristics about robber from firearm firing.
examiner is 100% sure.
3% false identification rate (2.5 2.9)



","NoMatch",241
"1028",4,"1706303269.04315",77.0316614070907,"1706303224.27191","","NoMatch",83
"1029",5,"1706303277.16821",77.0316614070907,"1706303224.27191","In this case, the defendant - Richard Cole - has been charged with willfully discharging a firearm in a place of business. This crime is a felony.

Mr. Cole has pleaded not guilty to the charge.","NoMatch",83
"1030",6,"1706303303.39307",77.0316614070907,"1706303224.27191","In this case, the defendant - Richard Cole - has been charged with willfully discharging a firearm in a place of business. This crime is a felony.

Mr. Cole has pleaded not guilty to the charge.
a 911 call from a convenience store clerk stating that a man had entered the store, pulled out a firearm, fired a shot into the ceiling, and then demanded money. The man ended up leaving the store without receiving any money and no one was hurt by the gunshot.
The store clerk took the stand and stated that she did not get a close enough look at the robber's face to make an identification, because the robber wore a ski mask.

As the cashier was pulling out the money to hand to him, she pressed a hidden button that activated an alarm and called the police. Startled by the alarm bells, the robber rushed out of the store.

Next, the detective testified that he arrived at the convenience store and interviewed the clerk. The detective recovered the 9mm bullet from the ceiling of the store, which was collected for forensic analysis.

Two days later, a police officer pulled over Richard Cole for speeding. During a search of the Defendant's vehicle, the detective located a 9mm handgun, which was legally licensed to the Defendant. Because this gun was the same caliber as the one used in the convenience store shooting, it was confiscated for testing. Richard Cole was subsequently arrested and charged with willfully discharging a firearm in a place of business.","NoMatch",83
"1031",7,"1706303311.58252",77.0316614070907,"1706303224.27191","In this case, the defendant - Richard Cole - has been charged with willfully discharging a firearm in a place of business. This crime is a felony.

Mr. Cole has pleaded not guilty to the charge.
a 911 call from a convenience store clerk stating that a man had entered the store, pulled out a firearm, fired a shot into the ceiling, and then demanded money. The man ended up leaving the store without receiving any money and no one was hurt by the gunshot.
The store clerk took the stand and stated that she did not get a close enough look at the robber's face to make an identification, because the robber wore a ski mask.

As the cashier was pulling out the money to hand to him, she pressed a hidden button that activated an alarm and called the police. Startled by the alarm bells, the robber rushed out of the store.

Next, the detective testified that he arrived at the convenience store and interviewed the clerk. The detective recovered the 9mm bullet from the ceiling of the store, which was collected for forensic analysis.

Two days later, a police officer pulled over Richard Cole for speeding. During a search of the Defendant's vehicle, the detective located a 9mm handgun, which was legally licensed to the Defendant. Because this gun was the same caliber as the one used in the convenience store shooting, it was confiscated for testing. Richard Cole was subsequently arrested and charged with willfully discharging a firearm in a place of business.
Terry Smith at trial.","NoMatch",83
"1032",8,"1706303328.7991",77.0316614070907,"1706303224.27191","In this case, the defendant - Richard Cole - has been charged with willfully discharging a firearm in a place of business. This crime is a felony.

Mr. Cole has pleaded not guilty to the charge.
a 911 call from a convenience store clerk stating that a man had entered the store, pulled out a firearm, fired a shot into the ceiling, and then demanded money. The man ended up leaving the store without receiving any money and no one was hurt by the gunshot.
The store clerk took the stand and stated that she did not get a close enough look at the robber's face to make an identification, because the robber wore a ski mask.

As the cashier was pulling out the money to hand to him, she pressed a hidden button that activated an alarm and called the police. Startled by the alarm bells, the robber rushed out of the store.

Next, the detective testified that he arrived at the convenience store and interviewed the clerk. The detective recovered the 9mm bullet from the ceiling of the store, which was collected for forensic analysis.

Two days later, a police officer pulled over Richard Cole for speeding. During a search of the Defendant's vehicle, the detective located a 9mm handgun, which was legally licensed to the Defendant. Because this gun was the same caliber as the one used in the convenience store shooting, it was confiscated for testing. Richard Cole was subsequently arrested and charged with willfully discharging a firearm in a place of business.
Terry Smith at trial.","NoMatch",83
